item_id,store_id,cat_id,total_sales,avg_price,total_revenue,avg_daily_sales,projected_annual_value,value_segment
FOODS_1_003,WI_1,FOODS,19,2.976808510638297,56.55936170212765,1.4615384615384615,1588.01,Low
FOODS_1_003,WI_2,FOODS,13,2.974326241134752,38.66624113475177,0.8125,882.07,Low
FOODS_1_003,WI_3,FOODS,5,2.976808510638297,14.884042553191488,0.3125,339.54,Low
FOODS_1_004,CA_1,FOODS,183,1.8513777777777776,338.80213333333336,9.15,6183.14,Medium
FOODS_1_004,CA_2,FOODS,59,1.852177777777778,109.2784888888889,3.933333333333333,2659.11,Low
FOODS_1_004,CA_3,FOODS,23,1.8268444444444445,42.01742222222222,7.666666666666667,5112.12,Medium
FOODS_1_004,CA_4,FOODS,41,1.8513777777777776,75.90648888888889,2.1578947368421053,1458.2,Low
FOODS_1_004,TX_1,FOODS,150,1.850933333333333,277.64,9.375,6333.66,Medium
FOODS_1_004,TX_2,FOODS,190,1.8501333333333327,351.5253333333333,8.26086956521739,5578.55,Medium
FOODS_1_004,TX_3,FOODS,92,1.8513777777777776,170.32675555555556,7.666666666666667,5180.77,Medium
FOODS_1_004,WI_1,FOODS,100,1.8513777777777776,185.13777777777779,4.761904761904762,3217.87,Low
FOODS_1_004,WI_2,FOODS,306,1.8501333333333327,566.1408,12.24,8265.66,Medium
FOODS_1_004,WI_3,FOODS,87,1.8505777777777777,161.00026666666665,6.214285714285714,4197.51,Low
FOODS_1_005,CA_1,FOODS,10,3.3344680851063826,33.34468085106383,0.625,760.68,Low
FOODS_1_005,CA_2,FOODS,20,3.3332624113475178,66.66524822695037,1.8181818181818181,2212.07,Low
FOODS_1_005,CA_3,FOODS,26,3.271737588652482,85.06517730496454,1.368421052631579,1634.15,Low
FOODS_1_005,CA_4,FOODS,4,3.332269503546099,13.329078014184397,0.3333333333333333,405.43,Low
FOODS_1_005,TX_1,FOODS,15,3.3277659574468084,49.916489361702126,0.9375,1138.72,Low
FOODS_1_005,TX_2,FOODS,4,3.3231914893617023,13.292765957446809,0.23529411764705882,285.4,Low
FOODS_1_005,TX_3,FOODS,16,3.3344680851063826,53.35148936170212,0.8,973.66,Low
FOODS_1_005,WI_1,FOODS,24,3.3344680851063826,80.02723404255318,1.3333333333333333,1622.77,Low
FOODS_1_005,WI_2,FOODS,9,3.364397163120567,30.279574468085105,0.9,1105.2,Low
FOODS_1_005,WI_3,FOODS,10,3.3377777777777777,33.37777777777778,0.9090909090909091,1107.54,Low
FOODS_1_006,CA_1,FOODS,49,2.223085106382979,108.93117021276598,2.8823529411764706,2338.82,Low
FOODS_1_006,CA_2,FOODS,44,2.2221276595744683,97.7736170212766,2.0952380952380953,1699.4,Low
FOODS_1_006,CA_3,FOODS,23,2.2221276595744683,51.10893617021277,1.3529411764705883,1097.34,Low
FOODS_1_006,CA_4,FOODS,21,2.220425531914894,46.628936170212775,1.3125,1063.72,Low
FOODS_1_006,TX_1,FOODS,6,2.221276595744681,13.327659574468086,0.4,324.31,Low
FOODS_1_006,TX_2,FOODS,10,2.223085106382979,22.23085106382979,0.8333333333333334,676.19,Low
FOODS_1_006,TX_3,FOODS,23,2.221950354609929,51.10485815602837,1.0952380952380953,888.25,Low
FOODS_1_006,WI_1,FOODS,22,2.2220212765957448,48.884468085106384,1.8333333333333333,1486.9,Low
FOODS_1_006,WI_2,FOODS,32,2.223085106382979,71.13872340425533,1.5238095238095237,1236.46,Low
FOODS_1_006,WI_3,FOODS,26,2.2221276595744683,57.77531914893618,1.625,1318.0,Low
FOODS_1_008,CA_1,FOODS,4,3.382938775510204,13.531755102040815,0.2222222222222222,274.39,Low
FOODS_1_008,CA_2,FOODS,0,3.3568695652173908,0.0,0.0,0.0,Low
FOODS_1_008,CA_3,FOODS,0,3.333399014778325,0.0,0.0,0.0,Low
FOODS_1_008,CA_4,FOODS,6,3.345959183673469,20.075755102040816,0.3157894736842105,385.67,Low
FOODS_1_008,TX_1,FOODS,0,3.345785123966942,0.0,0.0,0.0,Low
FOODS_1_008,TX_2,FOODS,2,3.389473684210526,6.778947368421052,0.1111111111111111,137.46,Low
FOODS_1_008,TX_3,FOODS,1,3.319004524886878,3.319004524886878,0.05263157894736842,63.76,Low
FOODS_1_008,WI_1,FOODS,6,3.350573770491803,20.10344262295082,0.46153846153846156,564.44,Low
FOODS_1_008,WI_2,FOODS,3,3.347053941908713,10.041161825726139,0.13636363636363635,166.59,Low
FOODS_1_008,WI_3,FOODS,3,3.3525862068965515,10.057758620689654,0.14285714285714285,174.81,Low
FOODS_1_009,CA_1,FOODS,5,2.397511111111111,11.987555555555556,0.38461538461538464,336.57,Low
FOODS_1_009,CA_2,FOODS,7,2.3992000000000004,16.794400000000003,0.5384615384615384,471.54,Low
FOODS_1_009,CA_3,FOODS,21,2.3204,48.7284,1.05,889.29,Low
FOODS_1_009,CA_4,FOODS,6,2.3999111111111118,14.399466666666669,0.3157894736842105,276.62,Low
FOODS_1_009,TX_1,FOODS,2,2.38,4.76,0.14285714285714285,124.1,Low
FOODS_1_009,TX_2,FOODS,11,2.3809417040358745,26.19035874439462,1.375,1194.94,Low
FOODS_1_009,TX_3,FOODS,2,2.3925000000000005,4.785000000000001,0.13333333333333333,116.44,Low
FOODS_1_009,WI_1,FOODS,4,2.3949107142857144,9.579642857142858,0.18181818181818182,158.93,Low
FOODS_1_009,WI_2,FOODS,5,2.4200000000000004,12.100000000000001,0.21739130434782608,192.02,Low
FOODS_1_009,WI_3,FOODS,2,2.39847533632287,4.79695067264574,0.1,87.54,Low
FOODS_1_010,CA_1,FOODS,3,5.3744600938967135,16.12338028169014,0.15789473684210525,309.74,Low
FOODS_1_010,CA_2,FOODS,1,5.488125,5.488125,0.0625,125.2,Low
FOODS_1_010,CA_3,FOODS,9,5.563984375,50.07585937500001,0.6923076923076923,1405.98,Low
FOODS_1_010,CA_4,FOODS,2,5.498046875,10.99609375,0.25,501.7,Low
FOODS_1_010,TX_1,FOODS,6,6.012453531598513,36.074721189591074,0.3157894736842105,693.01,Low
FOODS_1_010,TX_2,FOODS,6,5.944621212121212,35.66772727272727,0.3157894736842105,685.2,Low
FOODS_1_010,TX_3,FOODS,12,5.9505947955390335,71.40713754646839,0.8,1737.57,Low
FOODS_1_010,WI_1,FOODS,11,6.972500000000001,76.6975,0.7857142857142857,1999.61,Low
FOODS_1_010,WI_2,FOODS,3,6.973605769230769,20.920817307692307,0.2,509.07,Low
FOODS_1_010,WI_3,FOODS,2,7.00789156626506,14.01578313253012,0.13333333333333333,341.05,Low
FOODS_1_011,CA_1,FOODS,11,2.5209574468085103,27.730531914893614,0.6111111111111112,562.31,Low
FOODS_1_011,CA_2,FOODS,37,2.5298168498168496,93.60322344322344,1.9473684210526316,1798.17,Low
FOODS_1_011,CA_3,FOODS,11,2.481950354609929,27.301453900709216,1.0,905.91,Low
FOODS_1_011,CA_4,FOODS,2,2.5218439716312058,5.0436879432624115,0.13333333333333333,122.73,Low
FOODS_1_011,TX_1,FOODS,6,2.5172695035460992,15.103617021276596,0.5454545454545454,501.17,Low
FOODS_1_011,TX_2,FOODS,8,2.5195390070921984,20.156312056737587,0.38095238095238093,350.34,Low
FOODS_1_011,TX_3,FOODS,1,2.522142857142857,2.522142857142857,0.16666666666666666,153.43,Low
FOODS_1_011,WI_1,FOODS,9,2.5298168498168496,22.768351648351647,0.45,415.52,Low
FOODS_1_011,WI_2,FOODS,5,2.5202482269503546,12.601241134751774,0.3125,287.47,Low
FOODS_1_011,WI_3,FOODS,1,2.516170212765957,2.516170212765957,0.07142857142857142,65.6,Low
FOODS_1_012,CA_1,FOODS,18,5.5027734375,99.04992187500001,1.2,2410.21,Low
FOODS_1_012,CA_2,FOODS,317,5.5043750000000005,1744.8868750000001,13.208333333333334,26536.82,High
FOODS_1_012,CA_3,FOODS,41,5.5041015625,225.66816406249998,4.1,8236.89,Medium
FOODS_1_012,CA_4,FOODS,53,5.5033593750000005,291.678046875,3.7857142857142856,7604.46,Medium
FOODS_1_012,TX_1,FOODS,81,5.965130111524164,483.17553903345726,3.857142857142857,8398.05,Medium
FOODS_1_012,TX_2,FOODS,179,5.9646840148698885,1067.67843866171,8.136363636363637,17713.76,High
FOODS_1_012,TX_3,FOODS,67,5.964312267657993,399.6089219330855,5.153846153846154,11219.79,Medium
FOODS_1_012,WI_1,FOODS,29,7.2319921875,209.72777343750002,1.8125,4784.41,Low
FOODS_1_012,WI_2,FOODS,7,7.2365625,50.6559375,0.4375,1155.59,Low
FOODS_1_012,WI_3,FOODS,7,7.23046875,50.61328125,0.7777777777777778,2052.65,Low
FOODS_1_013,CA_1,FOODS,17,1.4715957446808512,25.01712765957447,1.0,537.13,Low
FOODS_1_013,CA_2,FOODS,59,1.4707092198581562,86.77184397163121,3.6875,1979.48,Low
FOODS_1_013,CA_3,FOODS,33,1.4668439716312056,48.405851063829786,2.75,1472.34,Low
FOODS_1_013,CA_4,FOODS,4,1.4886222222222223,5.954488888888889,0.36363636363636365,197.58,Low
FOODS_1_013,TX_1,FOODS,19,1.4715302491103204,27.959074733096088,1.1176470588235294,600.3,Low
FOODS_1_013,TX_2,FOODS,24,1.4714539007092198,35.314893617021276,1.0909090909090908,585.91,Low
FOODS_1_013,TX_3,FOODS,17,1.4681205673758866,24.958049645390073,0.7727272727272727,414.08,Low
FOODS_1_013,WI_1,FOODS,43,1.471524822695035,63.27556737588652,1.8695652173913044,1004.16,Low
FOODS_1_013,WI_2,FOODS,12,1.4714539007092198,17.65744680851064,0.5,268.54,Low
FOODS_1_013,WI_3,FOODS,11,1.468936170212766,16.158297872340427,0.6111111111111112,327.65,Low
FOODS_1_014,CA_1,FOODS,25,0.98,24.5,1.0,357.7,Low
FOODS_1_014,CA_2,FOODS,6,0.98,5.88,0.3333333333333333,119.23,Low
FOODS_1_014,CA_3,FOODS,9,0.98,8.82,0.5294117647058824,189.37,Low
FOODS_1_014,CA_4,FOODS,6,0.9800000000000001,5.88,0.3157894736842105,112.96,Low
FOODS_1_014,TX_1,FOODS,18,0.9799999999999999,17.64,1.2857142857142858,459.9,Low
FOODS_1_014,TX_2,FOODS,14,0.9800000000000001,13.719999999999999,0.7,250.39,Low
FOODS_1_014,TX_3,FOODS,22,0.98,21.560000000000002,1.375,491.84,Low
FOODS_1_014,WI_1,FOODS,8,0.98,7.840000000000001,0.6153846153846154,220.12,Low
FOODS_1_014,WI_2,FOODS,10,0.98,9.8,0.7692307692307693,275.15,Low
FOODS_1_014,WI_3,FOODS,5,0.9800000000000001,4.9,0.2631578947368421,94.13,Low
FOODS_1_015,CA_1,FOODS,4,3.2070714285714295,12.828285714285716,0.3333333333333333,390.19,Low
FOODS_1_015,CA_2,FOODS,32,3.1591544117647063,101.0929411764706,1.7777777777777777,2049.94,Low
FOODS_1_015,CA_3,FOODS,25,3.0252029520295203,75.630073800738,1.3157894736842106,1452.89,Low
FOODS_1_015,CA_4,FOODS,12,3.218639705882353,38.62367647058824,0.75,881.1,Low
FOODS_1_015,TX_1,FOODS,6,3.1922140221402207,19.15328413284133,0.2727272727272727,317.77,Low
FOODS_1_015,TX_2,FOODS,8,3.2096323529411768,25.67705882352941,0.6153846153846154,720.93,Low
FOODS_1_015,TX_3,FOODS,7,3.2247955390334573,22.573568773234204,0.7,823.94,Low
FOODS_1_015,WI_1,FOODS,7,3.197867647058824,22.385073529411766,0.6363636363636364,742.78,Low
FOODS_1_015,WI_2,FOODS,4,3.234981684981685,12.939926739926742,0.23529411764705882,277.83,Low
FOODS_1_015,WI_3,FOODS,14,3.208933823529412,44.92507352941177,1.2727272727272727,1490.7,Low
FOODS_1_016,CA_1,FOODS,20,2.0741134751773047,41.4822695035461,1.3333333333333333,1009.4,Low
FOODS_1_016,CA_2,FOODS,34,2.074042553191489,70.51744680851064,1.36,1029.55,Low
FOODS_1_016,CA_3,FOODS,21,2.0741134751773047,43.5563829787234,1.05,794.9,Low
FOODS_1_016,CA_4,FOODS,18,2.078745387453875,37.41741697416975,0.9,682.87,Low
FOODS_1_016,TX_1,FOODS,7,2.0741134751773047,14.518794326241133,0.4666666666666667,353.29,Low
FOODS_1_016,TX_2,FOODS,13,2.079628252788104,27.03516728624535,0.6190476190476191,469.9,Low
FOODS_1_016,TX_3,FOODS,5,2.0731914893617023,10.365957446808512,0.22727272727272727,171.98,Low
FOODS_1_016,WI_1,FOODS,13,2.0741134751773047,26.963475177304964,0.8666666666666667,656.11,Low
FOODS_1_016,WI_2,FOODS,6,2.0741134751773047,12.44468085106383,0.4,302.82,Low
FOODS_1_016,WI_3,FOODS,5,2.0692198581560284,10.346099290780142,0.3125,236.02,Low
FOODS_1_017,CA_1,FOODS,7,2.3604464285714286,16.523125,0.6363636363636364,548.27,Low
FOODS_1_017,CA_2,FOODS,18,2.3623555555555558,42.5224,0.75,646.69,Low
FOODS_1_017,CA_3,FOODS,21,2.284821428571429,47.98125,0.875,729.71,Low
FOODS_1_017,CA_4,FOODS,4,2.365625,9.4625,0.26666666666666666,230.25,Low
FOODS_1_017,TX_1,FOODS,3,2.3310267857142857,6.993080357142857,0.21428571428571427,182.32,Low
FOODS_1_017,TX_2,FOODS,11,2.3120089285714287,25.432098214285716,0.6875,580.17,Low
FOODS_1_017,TX_3,FOODS,4,2.314594594594595,9.25837837837838,0.23529411764705882,198.78,Low
FOODS_1_017,WI_1,FOODS,8,2.3604464285714286,18.88357142857143,0.4444444444444444,382.92,Low
FOODS_1_017,WI_2,FOODS,6,2.463125,14.778749999999999,0.3,269.71,Low
FOODS_1_017,WI_3,FOODS,1,2.3756053811659195,2.3756053811659195,0.047619047619047616,41.29,Low
FOODS_1_018,CA_1,FOODS,80,0.9813475177304963,78.50780141843971,7.2727272727272725,2605.03,Low
FOODS_1_018,CA_2,FOODS,111,0.9814893617021276,108.94531914893615,7.4,2651.0,Low
FOODS_1_018,CA_3,FOODS,116,0.9813475177304964,113.8363120567376,8.285714285714286,2967.88,Low
FOODS_1_018,CA_4,FOODS,129,0.9813475177304964,126.59382978723404,7.166666666666667,2567.04,Low
FOODS_1_018,TX_1,FOODS,38,0.9660283687943264,36.7090780141844,2.533333333333333,893.25,Low
FOODS_1_018,TX_2,FOODS,143,0.9450354609929078,135.14007092198582,10.214285714285714,3523.29,Low
FOODS_1_018,TX_3,FOODS,86,0.9660283687943265,83.07843971631206,4.526315789473684,1595.98,Low
FOODS_1_018,WI_1,FOODS,65,0.9813475177304964,63.78758865248227,5.0,1790.96,Low
FOODS_1_018,WI_2,FOODS,120,0.9813475177304964,117.76170212765958,6.666666666666667,2387.95,Low
FOODS_1_018,WI_3,FOODS,144,0.981418439716312,141.32425531914893,8.0,2865.74,Low
FOODS_1_019,CA_1,FOODS,70,1.0474113475177305,73.31879432624113,4.666666666666667,1784.09,Low
FOODS_1_019,CA_2,FOODS,119,1.0470212765957447,124.59553191489363,6.2631578947368425,2393.55,Low
FOODS_1_019,CA_3,FOODS,76,1.0032978723404256,76.25063829787234,4.222222222222222,1546.19,Low
FOODS_1_019,CA_4,FOODS,78,1.0474113475177305,81.69808510638298,3.7142857142857144,1419.99,Low
FOODS_1_019,TX_1,FOODS,50,1.0478014184397164,52.39007092198582,2.9411764705882355,1124.85,Low
FOODS_1_019,TX_2,FOODS,83,1.0474113475177305,86.93514184397162,3.772727272727273,1442.33,Low
FOODS_1_019,TX_3,FOODS,15,1.0470212765957447,15.70531914893617,0.8823529411764706,337.2,Low
FOODS_1_019,WI_1,FOODS,58,0.9853191489361702,57.14851063829787,3.0526315789473686,1097.85,Low
FOODS_1_019,WI_2,FOODS,57,0.9849290780141844,56.140957446808514,2.7142857142857144,975.78,Low
FOODS_1_019,WI_3,FOODS,28,0.9867375886524825,27.6286524822695,2.5454545454545454,916.77,Low
FOODS_1_020,CA_1,FOODS,14,2.6551063829787234,37.17148936170213,1.0769230769230769,1043.66,Low
FOODS_1_020,CA_2,FOODS,16,2.6544680851063838,42.47148936170213,2.0,1937.76,Low
FOODS_1_020,CA_3,FOODS,3,2.5802836879432625,7.740851063829788,0.23076923076923078,217.34,Low
FOODS_1_020,CA_4,FOODS,7,2.654468085106384,18.581276595744683,0.5384615384615384,521.71,Low
FOODS_1_020,TX_1,FOODS,11,2.646099290780142,29.10709219858156,0.55,531.2,Low
FOODS_1_020,TX_2,FOODS,11,2.6544680851063838,29.199148936170214,0.9166666666666666,888.14,Low
FOODS_1_020,TX_3,FOODS,1,2.651985815602837,2.651985815602837,0.09090909090909091,88.0,Low
FOODS_1_020,WI_1,FOODS,22,2.6544680851063833,58.398297872340436,1.4666666666666666,1421.03,Low
FOODS_1_020,WI_2,FOODS,18,2.6634042553191493,47.94127659574468,1.0588235294117647,1029.33,Low
FOODS_1_020,WI_3,FOODS,4,2.654468085106384,10.617872340425535,0.3076923076923077,298.12,Low
FOODS_1_021,CA_1,FOODS,57,0.98,55.86,3.1666666666666665,1132.72,Low
FOODS_1_021,CA_2,FOODS,6,0.9799999999999999,5.88,0.8571428571428571,306.6,Low
FOODS_1_021,CA_3,FOODS,23,0.9799999999999999,22.54,1.0952380952380953,391.77,Low
FOODS_1_021,CA_4,FOODS,42,0.98,41.16,2.3333333333333335,834.63,Low
FOODS_1_021,TX_1,FOODS,5,0.9638636363636364,4.819318181818181,0.29411764705882354,103.47,Low
FOODS_1_021,TX_2,FOODS,7,0.9640909090909092,6.748636363636365,0.4666666666666667,164.22,Low
FOODS_1_021,TX_3,FOODS,8,0.9636257309941522,7.709005847953216,0.4444444444444444,156.32,Low
FOODS_1_021,WI_1,FOODS,74,0.9800000000000001,72.52,3.7,1323.49,Low
FOODS_1_021,WI_2,FOODS,18,0.9800000000000001,17.64,0.9473684210526315,338.87,Low
FOODS_1_021,WI_3,FOODS,19,0.98,18.62,1.1176470588235294,399.78,Low
FOODS_1_022,CA_1,FOODS,3,4.607115384615385,13.821346153846156,0.16666666666666666,280.27,Low
FOODS_1_022,CA_2,FOODS,1,4.744835680751174,4.744835680751174,0.05263157894736842,91.15,Low
FOODS_1_022,CA_3,FOODS,3,4.615128205128205,13.845384615384617,0.14285714285714285,240.65,Low
FOODS_1_022,CA_4,FOODS,0,4.613096774193548,0.0,0.0,0.0,Low
FOODS_1_022,TX_1,FOODS,3,5.3576530612244895,16.07295918367347,0.13636363636363635,266.67,Low
FOODS_1_022,TX_2,FOODS,3,5.358622448979593,16.075867346938775,0.21428571428571427,419.12,Low
FOODS_1_022,TX_3,FOODS,6,5.354030612244897,32.12418367346939,0.5,977.11,Low
FOODS_1_022,WI_1,FOODS,2,6.243397435897436,12.486794871794872,0.18181818181818182,414.33,Low
FOODS_1_022,WI_2,FOODS,2,6.2340909090909085,12.468181818181817,0.1111111111111111,252.83,Low
FOODS_1_022,WI_3,FOODS,1,6.231217948717949,6.231217948717949,0.07142857142857142,162.46,Low
FOODS_1_023,CA_1,FOODS,14,5.501015625,77.01421875,0.7,1405.51,Low
FOODS_1_023,CA_2,FOODS,31,5.503828125,170.61867187500002,2.2142857142857144,4448.27,Low
FOODS_1_023,CA_3,FOODS,74,5.567109375,411.96609375,2.740740740740741,5569.17,Medium
FOODS_1_023,CA_4,FOODS,17,5.50359375,93.56109375,1.8888888888888888,3794.42,Low
FOODS_1_023,TX_1,FOODS,22,5.965576208178439,131.24267657992564,1.8333333333333333,3991.96,Low
FOODS_1_023,TX_2,FOODS,29,5.964460966542752,172.9693680297398,1.45,3156.69,Low
FOODS_1_023,TX_3,FOODS,79,5.95183908045977,470.19528735632184,4.157894736842105,9032.7,Medium
FOODS_1_023,WI_1,FOODS,13,7.045633802816901,91.59323943661971,0.8125,2089.47,Low
FOODS_1_023,WI_2,FOODS,7,7.022067307692307,49.154471153846146,0.5833333333333334,1495.12,Low
FOODS_1_023,WI_3,FOODS,5,7.044178403755869,35.220892018779345,0.4166666666666667,1071.3,Low
FOODS_1_024,CA_1,FOODS,10,4.705425531914893,47.054255319148936,1.25,2146.85,Low
FOODS_1_024,CA_2,FOODS,25,4.705425531914893,117.63563829787233,1.5625,2683.56,Low
FOODS_1_024,CA_3,FOODS,43,4.705000000000001,202.31500000000005,2.0476190476190474,3516.43,Low
FOODS_1_024,CA_4,FOODS,12,4.705425531914893,56.465106382978725,0.75,1288.11,Low
FOODS_1_024,TX_1,FOODS,14,4.6893262411347525,65.65056737588654,0.5833333333333334,998.44,Low
FOODS_1_024,TX_2,FOODS,7,4.705000000000001,32.93500000000001,0.6363636363636364,1092.84,Low
FOODS_1_024,TX_3,FOODS,6,4.693971631205674,28.163829787234043,0.3333333333333333,571.1,Low
FOODS_1_024,WI_1,FOODS,30,4.708156028368794,141.24468085106383,1.5789473684210527,2713.38,Low
FOODS_1_024,WI_2,FOODS,5,4.7455319148936175,23.72765957446809,0.38461538461538464,666.2,Low
FOODS_1_024,WI_3,FOODS,18,4.705000000000001,84.69000000000003,0.9473684210526315,1626.94,Low
FOODS_1_025,CA_1,FOODS,2,4.109411764705882,8.218823529411765,0.10526315789473684,157.89,Low
FOODS_1_025,CA_2,FOODS,13,4.113027027027027,53.46935135135135,0.6190476190476191,929.35,Low
FOODS_1_025,CA_3,FOODS,3,4.110322580645161,12.330967741935485,0.375,562.6,Low
FOODS_1_025,CA_4,FOODS,12,4.111176470588235,49.33411764705882,0.5714285714285714,857.47,Low
FOODS_1_025,TX_1,FOODS,8,4.113027027027027,32.90421621621621,0.5333333333333333,800.67,Low
FOODS_1_025,TX_2,FOODS,8,4.10254054054054,32.82032432432432,0.6153846153846154,921.49,Low
FOODS_1_025,TX_3,FOODS,7,4.08929347826087,28.625054347826087,0.5833333333333334,870.68,Low
FOODS_1_025,WI_1,FOODS,9,4.109411764705882,36.98470588235294,0.75,1124.95,Low
FOODS_1_025,WI_2,FOODS,2,4.117977528089888,8.235955056179776,0.13333333333333333,200.41,Low
FOODS_1_025,WI_3,FOODS,1,4.077966101694915,4.077966101694915,0.07692307692307693,114.5,Low
FOODS_1_026,CA_1,FOODS,11,6.954264705882355,76.49691176470589,0.5789473684210527,1469.55,Low
FOODS_1_026,CA_2,FOODS,15,6.931773049645391,103.97659574468085,0.9375,2371.97,Low
FOODS_1_026,CA_3,FOODS,14,6.795602836879433,95.13843971631206,0.8235294117647058,2042.68,Low
FOODS_1_026,CA_4,FOODS,7,6.933900709219858,48.537304964539004,0.3181818181818182,805.28,Low
FOODS_1_026,TX_1,FOODS,10,6.933900709219858,69.33900709219857,0.5263157894736842,1332.04,Low
FOODS_1_026,TX_2,FOODS,8,6.933191489361702,55.46553191489362,0.5714285714285714,1446.07,Low
FOODS_1_026,TX_3,FOODS,2,6.931773049645391,13.863546099290781,0.14285714285714285,361.44,Low
FOODS_1_026,WI_1,FOODS,7,6.931773049645391,48.52241134751773,0.5384615384615384,1362.36,Low
FOODS_1_026,WI_2,FOODS,12,6.938865248226951,83.26638297872341,0.5714285714285714,1447.25,Low
FOODS_1_026,WI_3,FOODS,2,6.929645390070922,13.859290780141844,0.2,505.86,Low
FOODS_1_027,CA_1,FOODS,24,1.8657591623036651,44.77821989528796,1.263157894736842,860.21,Low
FOODS_1_027,CA_2,FOODS,58,1.865759162303665,108.21403141361257,2.5217391304347827,1717.31,Low
FOODS_1_027,CA_3,FOODS,40,1.865759162303665,74.6303664921466,3.076923076923077,2095.39,Low
FOODS_1_027,CA_4,FOODS,8,1.876279069767442,15.010232558139538,0.5,342.42,Low
FOODS_1_027,TX_1,FOODS,70,1.865759162303665,130.60314136125655,3.3333333333333335,2270.01,Low
FOODS_1_027,TX_2,FOODS,13,1.8621052631578947,24.207368421052628,0.9285714285714286,631.12,Low
FOODS_1_027,TX_3,FOODS,54,1.865759162303665,100.75099476439792,3.0,2043.01,Low
FOODS_1_027,WI_1,FOODS,24,1.8667015706806285,44.80083769633509,1.411764705882353,961.9,Low
FOODS_1_027,WI_2,FOODS,62,1.8667015706806287,115.73549738219897,5.636363636363637,3840.31,Low
FOODS_1_027,WI_3,FOODS,22,1.865759162303665,41.046701570680625,1.375,936.38,Low
FOODS_1_028,CA_1,FOODS,7,2.8643373493975903,20.050361445783132,0.4375,457.4,Low
FOODS_1_028,CA_2,FOODS,9,2.849333333333333,25.643999999999995,0.5294117647058824,550.59,Low
FOODS_1_028,CA_3,FOODS,11,2.7501204819277105,30.251325301204815,0.6470588235294118,649.51,Low
FOODS_1_028,CA_4,FOODS,14,2.857575757575757,40.0060606060606,0.8235294117647058,858.95,Low
FOODS_1_028,TX_1,FOODS,9,2.856969696969697,25.71272727272727,0.45,469.26,Low
FOODS_1_028,TX_2,FOODS,7,2.861097560975609,20.027682926829264,0.4117647058823529,430.01,Low
FOODS_1_028,TX_3,FOODS,1,2.8581707317073173,2.8581707317073173,0.07142857142857142,74.52,Low
FOODS_1_028,WI_1,FOODS,43,2.5575757575757576,109.97575757575757,2.5294117647058822,2361.24,Low
