item_id,store_id,cat_id,avg_daily_demand,std_demand,avg_price,total_sales,safety_stock,reorder_point,order_quantity,monthly_revenue,projected_annual_value,value_segment,cumulative_pct,abc_class,stockout_risk_score
FOODS_2_244,CA_1,FOODS,10.111496333159478,4.667226183008142,5.840354609929078,195,20.0,91.0,303.0,1771.64,25980.45,High,0.13447031813709412,A,0.48
FOODS_3_202,TX_3,FOODS,11.019608737340755,6.951163952429695,4.210709219858156,150,30.0,107.0,331.0,1392.01,25615.15,High,0.13775008199409644,A,0.36
FOODS_3_120,WI_3,FOODS,9.500284552563745,11.071569055390617,4.98,239,48.0,115.0,285.0,1419.34,25554.72,High,0.1410298458510987,A,0.19
HOBBIES_1_147,CA_1,HOBBIES,3.628579903557702,2.1054371142219663,10.004642857142857,110,9.0,34.0,109.0,1089.08,25105.4,High,0.14430960970810103,A,0.36
HOBBIES_1_354,TX_3,HOBBIES,0.7354391882194797,2.1539139151232582,23.19186440677966,47,9.0,14.0,22.0,511.69,24866.03,High,0.14758937356510332,A,0.07
FOODS_3_282,CA_3,FOODS,17.98920475618487,22.279673188682533,2.502894736842105,346,97.0,223.0,540.0,1350.75,24314.66,High,0.1508691374221056,A,0.18
FOODS_3_587,CA_1,FOODS,19.509718557256097,11.022745960688802,2.557304964539007,389,48.0,185.0,585.0,1496.77,24206.6,High,0.1541489012791079,A,0.4
FOODS_2_368,WI_2,FOODS,5.512146374371247,4.13116071269035,7.504113475177304,79,18.0,57.0,165.0,1240.91,24042.35,High,0.1574286651361102,A,0.29
FOODS_3_090,TX_3,FOODS,34.91925376961764,26.26696328602524,1.3761702127659574,700,114.0,358.0,1048.0,1441.65,23440.77,High,0.1607084289931125,A,0.3
HOUSEHOLD_1_427,WI_2,HOUSEHOLD,8.381241561670423,6.005767485361879,5.96,236,26.0,85.0,251.0,1498.57,23336.11,High,0.1639881928501148,A,0.31
FOODS_3_587,TX_1,FOODS,21.856640974357497,14.244955334880093,2.3934751773049645,742,62.0,215.0,656.0,1569.4,23150.89,High,0.16726795670711708,A,0.35
FOODS_3_120,WI_2,FOODS,7.104136708229455,5.585996201746503,4.98,140,24.0,74.0,213.0,1061.36,23134.36,High,0.1705477205641194,A,0.28
FOODS_3_124,CA_3,FOODS,9.52596336591175,5.367875056303023,5.33163120567376,139,23.0,90.0,286.0,1523.67,22541.69,High,0.17382748442112167,A,0.4
FOODS_2_197,CA_1,FOODS,13.209340494178576,7.160301190673585,3.23177304964539,340,31.0,123.0,396.0,1280.69,22281.28,High,0.17710724827812396,A,0.41
FOODS_3_764,CA_3,FOODS,16.751380781920588,8.097868935530434,2.973225806451613,492,35.0,152.0,503.0,1494.17,22247.16,High,0.18038701213512628,A,0.47
FOODS_3_090,TX_1,FOODS,34.22554844958084,42.2616492183065,1.369645390070922,1152,184.0,424.0,1027.0,1406.31,22150.33,High,0.18366677599212855,A,0.19
FOODS_3_252,CA_3,FOODS,33.57381466521677,13.96463940221384,1.5204255319148936,397,61.0,296.0,1007.0,1531.39,22031.73,High,0.18694653984913087,A,0.54
FOODS_3_555,TX_3,FOODS,34.100019374276286,11.744449707809444,1.5956028368794326,824,51.0,290.0,1023.0,1632.3,21813.34,High,0.19022630370613317,A,0.66
FOODS_2_019,CA_1,FOODS,13.102419065084156,5.054440819666697,3.232056737588652,220,22.0,114.0,393.0,1270.43,21627.85,High,0.19350606756313546,A,0.57
HOUSEHOLD_1_072,WI_3,HOUSEHOLD,4.328034224328357,2.206137611616291,8.01177304964539,131,10.0,40.0,130.0,1040.26,21282.38,High,0.19678583142013775,A,0.39
FOODS_3_252,CA_2,FOODS,34.15541166540224,11.928229613764916,1.5200709219858155,728,52.0,291.0,1025.0,1557.56,21258.59,High,0.20006559527714005,A,0.64
FOODS_2_052,TX_2,FOODS,3.370417933093908,1.5620482512191114,11.818156028368795,73,7.0,31.0,101.0,1194.96,20992.98,High,0.20334535913414234,A,0.42
HOUSEHOLD_1_072,CA_3,HOUSEHOLD,4.618525027579684,2.674988813614061,7.998050541516245,107,12.0,44.0,139.0,1108.18,20824.26,High,0.20662512299114466,A,0.36
FOODS_3_226,WI_2,FOODS,32.10840696661304,9.917800723910776,1.605886524822695,600,43.0,268.0,963.0,1546.87,20687.6,High,0.20990488684814695,A,0.73
FOODS_3_499,CA_3,FOODS,18.904428016948614,17.437147988965854,2.5059627329192544,428,76.0,208.0,567.0,1421.21,20604.29,High,0.21318465070514922,A,0.25
FOODS_3_252,CA_1,FOODS,30.011491654818677,11.48944587932433,1.5204255319148936,513,50.0,260.0,900.0,1368.91,20335.15,High,0.2164644145621515,A,0.59
FOODS_3_586,CA_2,FOODS,31.91682594170496,9.086887770271002,1.5959574468085107,686,40.0,263.0,958.0,1528.14,19980.59,High,0.2197441784191538,A,0.78
HOUSEHOLD_1_140,CA_3,HOUSEHOLD,2.156570496731503,1.1903231533162142,15.013165467625898,54,5.0,20.0,65.0,971.31,19727.3,High,0.22302394227615613,A,0.36
FOODS_3_134,WI_3,FOODS,5.2654720966156665,3.2530628730112654,6.603481781376519,90,14.0,51.0,158.0,1043.11,19720.4,High,0.22630370613315842,A,0.35
FOODS_3_694,WI_2,FOODS,30.515890254545155,8.000625098430016,1.605886524822695,569,35.0,249.0,915.0,1470.15,19618.74,High,0.22958346999016072,A,0.85
FOODS_3_607,CA_3,FOODS,17.030826959274787,16.703755734207327,2.231,336,73.0,192.0,511.0,1139.87,19543.56,High,0.23286323384716304,A,0.23
HOBBIES_1_354,CA_1,HOBBIES,1.336965157670984,1.884312875587396,23.23581395348837,41,8.0,17.0,40.0,931.96,19318.0,High,0.23614299770416528,A,0.15
FOODS_3_702,WI_1,FOODS,10.43924596273321,10.508884236096751,2.9938297872340427,212,46.0,119.0,313.0,937.6,19305.21,High,0.2394227615611676,A,0.22
HOUSEHOLD_1_072,WI_2,HOUSEHOLD,4.516856576314463,2.4065243831889265,8.010070921985816,92,10.0,42.0,136.0,1085.41,19212.73,High,0.2427025254181699,A,0.41
FOODS_3_546,CA_3,FOODS,6.025949703568093,3.2724801412132187,5.953404255319149,132,14.0,56.0,181.0,1076.25,19122.33,High,0.24598228927517218,A,0.4
HOBBIES_1_147,CA_3,HOBBIES,3.372172744201007,1.5292294202319734,10.05017793594306,83,7.0,31.0,101.0,1016.73,19029.38,High,0.2492620531321745,A,0.42
HOUSEHOLD_1_366,WI_2,HOUSEHOLD,6.08780477047926,3.406285827762162,5.96,209,15.0,58.0,183.0,1088.5,18944.11,High,0.25254181698917677,A,0.38
FOODS_3_587,TX_2,FOODS,15.09581122242322,9.514367481823342,2.3934751773049645,325,41.0,147.0,453.0,1083.94,18928.4,High,0.25582158084617906,A,0.36
FOODS_3_574,TX_2,FOODS,5.971796733564945,2.0126419444015773,5.98531914893617,199,9.0,51.0,179.0,1072.29,18901.9,High,0.25910134470318136,A,0.6
FOODS_3_377,TX_3,FOODS,29.886278858165102,8.428720496509206,1.5863829787234045,391,37.0,246.0,897.0,1422.33,18866.72,High,0.26238110856018365,A,0.79
FOODS_3_099,TX_2,FOODS,16.454693717046855,7.367922385094466,2.492597864768684,433,32.0,147.0,494.0,1230.45,18759.17,High,0.26566087241718594,A,0.5
FOODS_3_226,WI_1,FOODS,25.968664253228717,8.399901590616894,1.605886524822695,351,37.0,219.0,779.0,1251.08,18703.47,High,0.26894063627418824,A,0.68
FOODS_3_555,TX_1,FOODS,28.926946598596796,12.87115772066477,1.5959574468085107,641,56.0,258.0,868.0,1384.99,18669.91,High,0.2722204001311906,A,0.51
FOODS_3_804,CA_3,FOODS,18.646902564046737,8.92566228791486,1.88,319,39.0,170.0,559.0,1051.69,18241.48,High,0.2755001639881929,A,0.47
FOODS_3_377,TX_2,FOODS,27.63532741903436,8.939342569131117,1.5863829787234045,468,39.0,232.0,829.0,1315.21,18065.73,High,0.2787799278451951,A,0.69
HOUSEHOLD_1_110,CA_3,HOUSEHOLD,10.32022854990226,9.656753658403431,3.6597714285714287,254,42.0,114.0,310.0,1133.09,17857.76,High,0.2820596917021974,A,0.24
HOUSEHOLD_1_514,CA_3,HOUSEHOLD,11.43951312262897,11.062698025306114,3.6597714285714287,146,48.0,128.0,343.0,1255.98,17729.93,High,0.2853394555591997,A,0.23
FOODS_1_012,TX_2,FOODS,5.638700104032264,2.653435793279898,5.9646840148698885,179,12.0,51.0,169.0,1008.99,17713.76,High,0.28861921941620206,A,0.43
FOODS_3_785,CA_1,FOODS,11.933340770946277,8.151743826406596,3.1460283687943256,353,35.0,119.0,358.0,1126.28,17623.91,High,0.29189898327320435,A,0.33
FOODS_3_444,TX_1,FOODS,4.708267035266573,4.431455298546466,6.631111111111111,79,19.0,52.0,141.0,936.63,17382.55,High,0.29517874713020664,A,0.24
FOODS_2_019,CA_3,FOODS,12.384659061133728,5.67117221287441,3.240921985815602,264,25.0,112.0,372.0,1204.13,17349.74,High,0.29845851098720894,A,0.48
FOODS_3_444,WI_3,FOODS,4.345431477772722,3.4660079079924038,6.615555555555556,120,15.0,45.0,130.0,862.42,17044.78,High,0.3017382748442112,A,0.27
FOODS_3_120,CA_2,FOODS,6.05531387218254,8.361383499184683,4.9728260869565215,187,36.0,78.0,182.0,903.36,16971.01,High,0.3050180387012135,A,0.16
HOUSEHOLD_1_469,CA_3,HOUSEHOLD,1.8597501205647744,1.0177910954253009,18.062198581560285,36,4.0,17.0,56.0,1007.74,16952.66,High,0.3082978025582158,A,0.37
FOODS_1_170,TX_3,FOODS,5.286524430682143,4.353706409068509,5.964498141263941,101,19.0,56.0,159.0,945.94,16913.94,High,0.3115775664152181,A,0.26
FOODS_3_587,CA_4,FOODS,14.450231699932653,6.36385667567095,2.557304964539007,362,28.0,129.0,434.0,1108.61,16894.84,High,0.3148573302722204,A,0.5
FOODS_3_090,CA_2,FOODS,25.37425274694332,18.595730529251533,1.3789716312056737,604,81.0,259.0,761.0,1049.71,16889.34,High,0.3181370941292227,A,0.31
FOODS_3_714,WI_3,FOODS,26.33978414703889,10.121829984080538,1.5236170212765958,448,44.0,228.0,790.0,1203.95,16609.46,High,0.321416857986225,A,0.59
FOODS_1_170,CA_3,FOODS,6.034443282452727,4.826401067886818,5.5041015625,165,21.0,63.0,181.0,996.43,16574.23,High,0.3246966218432273,A,0.27
HOUSEHOLD_1_032,CA_1,HOUSEHOLD,2.0690109648000923,1.516601926862312,10.777191489361702,63,7.0,21.0,62.0,668.94,16521.43,High,0.3279763857002296,A,0.26
FOODS_1_096,WI_1,FOODS,3.4696086272837072,2.740257067720872,7.970106382978723,102,12.0,36.0,104.0,829.59,16484.84,High,0.33125614955723187,A,0.27
FOODS_3_587,WI_3,FOODS,11.85637818397595,7.997749171909072,2.557304964539007,406,35.0,118.0,356.0,909.61,16476.83,High,0.33453591341423417,A,0.33
FOODS_3_329,WI_2,FOODS,9.649691528985825,8.994993673940312,2.98,239,39.0,107.0,289.0,862.68,16247.52,High,0.33781567727123646,A,0.24
HOBBIES_1_354,CA_3,HOBBIES,1.2481897247530904,1.6333548595684535,23.22806201550388,38,7.0,16.0,37.0,869.79,16108.66,High,0.3410954411282388,A,0.16
FOODS_3_083,CA_3,FOODS,1.6704891188155409,0.6389209900457392,18.62627659574468,40,3.0,15.0,50.0,933.45,15996.68,High,0.3443752049852411,A,0.42
FOODS_3_154,TX_3,FOODS,8.622949706514799,7.543311928119945,2.98,117,33.0,93.0,259.0,770.89,15907.61,High,0.34765496884224334,A,0.25
FOODS_1_096,WI_3,FOODS,2.682621435014765,1.654325688543579,7.999645390070922,98,7.0,26.0,80.0,643.8,15897.07,High,0.35093473269924563,A,0.34
FOODS_3_202,CA_2,FOODS,7.080062841261889,3.4618552178392856,4.32468085106383,140,15.0,65.0,212.0,918.57,15785.09,High,0.3542144965562479,A,0.44
FOODS_2_183,WI_2,FOODS,3.40591323884501,2.3590699118092164,8.749964412811389,84,10.0,34.0,102.0,894.05,15780.82,High,0.3574942604132503,A,0.31
FOODS_2_029,CA_3,FOODS,3.362106243826851,3.4428736884398745,10.391914893617022,83,15.0,39.0,101.0,1048.16,15741.15,High,0.36077402427025257,A,0.21
FOODS_3_252,TX_1,FOODS,22.802318311471826,10.812948523376162,1.5200709219858155,423,47.0,207.0,684.0,1039.83,15646.09,High,0.36405378812725486,A,0.48
FOODS_3_555,CA_3,FOODS,22.537310415047283,6.353969039329707,1.5956028368794326,456,28.0,186.0,676.0,1078.82,15621.89,High,0.3673335519842571,A,0.78
HOUSEHOLD_1_053,CA_1,HOUSEHOLD,1.6100570685355378,0.9069776221146908,15.034716312056736,34,4.0,15.0,48.0,726.2,15548.4,High,0.3706133158412594,A,0.32
HOBBIES_1_147,CA_4,HOBBIES,2.355170433154293,1.859592829837652,10.004505928853757,89,8.0,24.0,71.0,706.87,15476.02,High,0.37389307969826174,A,0.26
FOODS_3_476,CA_3,FOODS,5.412680851349483,2.621597693308021,5.949750889679716,114,11.0,49.0,162.0,966.12,15473.07,High,0.37717284355526404,A,0.45
FOODS_3_511,CA_1,FOODS,4.184934691481898,3.590163095740938,6.540483870967742,108,16.0,45.0,126.0,821.14,15166.23,High,0.38045260741226633,A,0.25
FOODS_3_329,CA_1,FOODS,8.138306217101679,9.296392420832914,2.979999999999999,166,40.0,97.0,244.0,727.56,15046.52,High,0.3837323712692686,A,0.2
FOODS_3_681,CA_3,FOODS,21.65748463018929,23.913691625005573,1.0948581560283688,451,104.0,256.0,650.0,711.36,15019.17,High,0.3870121351262709,A,0.21
HOUSEHOLD_1_072,CA_2,HOUSEHOLD,3.2437674332290656,1.60333398518363,8.001582733812949,82,7.0,30.0,97.0,778.66,14967.96,Medium,0.3902918989832732,A,0.41
FOODS_2_276,CA_1,FOODS,9.879035070908156,6.2049180631238094,3.2320567375886524,164,27.0,96.0,296.0,957.89,14882.38,Medium,0.3935716628402755,A,0.35
HOUSEHOLD_1_110,WI_2,HOUSEHOLD,7.554290201989509,6.571989337129722,3.640796019900497,246,29.0,82.0,227.0,825.11,14859.41,Medium,0.39685142669727785,A,0.25
FOODS_3_714,CA_3,FOODS,21.200997040879678,9.434862763521071,1.5239716312056737,240,41.0,189.0,636.0,969.29,14833.32,Medium,0.4001311905542801,A,0.5
FOODS_3_587,WI_2,FOODS,9.237508681981536,6.157319663820391,2.558014184397164,206,27.0,92.0,277.0,708.89,14795.16,Medium,0.40341095441128233,A,0.33
FOODS_3_469,CA_3,FOODS,4.305221120962882,2.126185507685088,6.1553191489361705,97,9.0,39.0,129.0,795.0,14528.6,Medium,0.4066907182682847,A,0.43
FOODS_3_083,TX_2,FOODS,1.3496965217234644,0.7192883197790544,18.820425531914893,38,3.0,12.0,40.0,762.06,14502.18,Medium,0.409970482125287,A,0.34
HOUSEHOLD_1_440,CA_3,HOUSEHOLD,1.9127820925647507,0.8869668221153072,15.005460992907802,45,4.0,17.0,57.0,861.07,14497.92,Medium,0.4132502459822893,A,0.38
FOODS_3_764,TX_2,FOODS,10.930992428015411,5.373936748618558,2.98,333,23.0,100.0,328.0,977.23,14488.16,Medium,0.41653000983929156,A,0.46
FOODS_3_476,CA_1,FOODS,4.481076950565281,2.534254317068497,5.985319148936171,86,11.0,42.0,134.0,804.62,14452.24,Medium,0.4198097736962939,A,0.37
FOODS_2_183,TX_2,FOODS,2.7832400579772187,1.5341495586970963,8.730283687943263,72,7.0,26.0,83.0,728.95,14339.49,Medium,0.42308953755329615,A,0.35
FOODS_3_120,TX_3,FOODS,3.282902031356405,3.745736571806798,4.98,94,16.0,39.0,98.0,490.47,14238.65,Medium,0.42636930141029844,A,0.19
FOODS_3_202,CA_4,FOODS,6.133410029201331,3.152304766267784,4.327163120567376,153,14.0,57.0,184.0,796.21,14214.73,Medium,0.4296490652673008,A,0.41
FOODS_3_587,TX_3,FOODS,9.225967449548646,7.412036888792561,2.5172340425531914,185,32.0,97.0,277.0,696.72,14164.69,Medium,0.432928829124303,A,0.28
FOODS_3_281,CA_3,FOODS,26.677523428733146,27.344721606430515,1.1665480427046264,465,119.0,306.0,800.0,933.62,14142.31,Medium,0.4362085929813054,A,0.22
FOODS_3_785,CA_3,FOODS,9.53302493227813,5.904889722816364,3.111631205673759,249,26.0,93.0,286.0,889.9,14140.03,Medium,0.4394883568383076,A,0.35
FOODS_3_702,CA_3,FOODS,11.030455763324476,5.410610671281138,2.994822695035461,310,24.0,101.0,331.0,991.03,14119.34,Medium,0.44276812069530996,A,0.44
FOODS_2_368,TX_3,FOODS,3.0223404199242685,2.216874627708433,7.502304964539007,72,10.0,31.0,91.0,680.24,14082.9,Medium,0.44604788455231226,A,0.27
FOODS_2_282,WI_2,FOODS,2.995096210211787,1.9526371106910925,6.918894009216591,78,8.0,29.0,90.0,621.68,14070.07,Medium,0.4493276484093145,A,0.33
FOODS_2_244,CA_4,FOODS,4.401895546958786,1.6487765326251422,5.838936170212766,125,7.0,38.0,132.0,771.07,14021.13,Medium,0.45260741226631684,A,0.55
FOODS_3_697,CA_3,FOODS,8.61138374006458,4.104858942535741,3.038652482269504,139,18.0,78.0,258.0,785.01,14015.09,Medium,0.4558871761233191,A,0.45
FOODS_3_555,WI_3,FOODS,21.80200200012252,10.753798002037325,1.5959574468085107,312,47.0,200.0,654.0,1043.85,13980.59,Medium,0.45916693998032143,A,0.45
HOUSEHOLD_1_409,WI_2,HOUSEHOLD,8.551167101347188,5.12811137336715,2.9611940298507458,168,22.0,82.0,257.0,759.65,13967.72,Medium,0.4624467038373237,A,0.37
FOODS_3_607,CA_1,FOODS,12.779451236942792,8.213974621601459,2.261739130434783,203,36.0,125.0,383.0,867.11,13965.3,Medium,0.4657264676943261,A,0.35
FOODS_2_285,WI_2,FOODS,5.571367013049456,7.136749038574863,3.711170212765957,82,31.0,70.0,167.0,620.29,13884.42,Medium,0.4690062315513283,A,0.17
FOODS_3_090,CA_4,FOODS,23.45277447321367,16.8049116478726,1.3886879432624113,465,73.0,237.0,704.0,977.06,13864.42,Medium,0.47228599540833055,A,0.32
FOODS_3_516,CA_3,FOODS,8.148114844901391,4.24074999349552,3.5338461538461536,225,18.0,75.0,244.0,863.83,13819.86,Medium,0.4755657592653329,A,0.43
FOODS_3_099,CA_3,FOODS,12.285134804476655,5.924693825840174,2.498291814946619,197,26.0,112.0,369.0,920.76,13818.44,Medium,0.4788455231223352,A,0.46
FOODS_3_469,WI_3,FOODS,4.023110784760441,1.9518521469669603,6.154397163120568,98,8.0,36.0,121.0,742.79,13758.92,Medium,0.48212528697933754,A,0.45
FOODS_3_444,CA_3,FOODS,4.067675350851918,3.84895328448201,6.526711111111111,92,17.0,45.0,122.0,796.46,13697.93,Medium,0.4854050508363398,A,0.23
FOODS_2_347,CA_3,FOODS,14.055566179125512,5.994140749297294,2.0220212765957446,278,26.0,124.0,422.0,852.62,13678.3,Medium,0.48868481469334213,A,0.52
FOODS_3_441,CA_3,FOODS,4.938480047729925,3.865273088848813,6.528933333333334,103,17.0,52.0,148.0,967.29,13636.4,Medium,0.49196457855034437,A,0.27
FOODS_2_131,CA_3,FOODS,4.208096311644751,2.220679411125825,5.969769585253457,75,10.0,39.0,126.0,753.64,13618.54,Medium,0.49524434240734666,A,0.38
FOODS_3_694,TX_2,FOODS,19.66888224102465,6.91727902469789,1.6058865248226948,277,30.0,168.0,590.0,947.58,13530.26,Medium,0.498524106264349,A,0.63
FOODS_2_368,WI_3,FOODS,3.4203578360516094,2.364280712020828,7.497340425531915,79,10.0,34.0,103.0,769.31,13511.61,Medium,0.5018038701213512,A,0.31
FOODS_2_056,WI_2,FOODS,3.945649208172711,2.5608545495711508,7.14308510638298,114,11.0,39.0,118.0,845.52,13510.17,Medium,0.5050836339783535,A,0.33
HOBBIES_1_158,WI_2,HOBBIES,0.9542662066078248,1.2967227107235253,22.64333333333333,31,6.0,13.0,29.0,648.23,13484.7,Medium,0.5083633978353559,A,0.14
FOODS_3_362,CA_3,FOODS,13.1567845548621,10.288604460874438,2.387351351351352,294,45.0,137.0,395.0,942.3,13483.51,Medium,0.5116431616923581,A,0.29
HOUSEHOLD_1_027,CA_3,HOUSEHOLD,4.553775941774526,2.459385325622064,5.673309608540925,129,11.0,43.0,137.0,775.05,13356.39,Medium,0.5149229255493605,A,0.38
FOODS_3_099,CA_1,FOODS,9.943331818573087,4.393531503524964,2.498291814946619,249,19.0,89.0,298.0,745.24,13356.31,Medium,0.5182026894063627,A,0.5
FOODS_3_546,TX_2,FOODS,4.580755071345689,2.8901922122148997,5.9835460992907805,116,13.0,45.0,137.0,822.27,13333.86,Medium,0.5214824532633651,A,0.33
