year,week,cat_id,weekly_sales
2012,42,FOODS,149007
2012,42,HOBBIES,16479
2012,42,HOUSEHOLD,52726
2012,43,FOODS,141171
2012,43,HOBBIES,16993
2012,43,HOUSEHOLD,50263
2012,44,FOODS,161248
2012,44,HOBBIES,18410
2012,44,HOUSEHOLD,55167
2012,45,FOODS,177548
2012,45,HOBBIES,17091
2012,45,HOUSEHOLD,51495
2012,46,FOODS,163336
2012,46,HOBBIES,16327
2012,46,HOUSEHOLD,49039
2012,47,FOODS,142672
2012,47,HOBBIES,14589
2012,47,HOUSEHOLD,45631
2012,48,FOODS,144117
2012,48,HOBBIES,16863
2012,48,HOUSEHOLD,51223
2012,49,FOODS,176107
2012,49,HOBBIES,17514
2012,49,HOUSEHOLD,50536
2012,50,FOODS,171475
2012,50,HOBBIES,17426
2012,50,HOUSEHOLD,46518
2012,51,FOODS,170725
2012,51,HOBBIES,17645
2012,51,HOUSEHOLD,47413
2012,52,FOODS,149743
2012,52,HOBBIES,15329
2012,52,HOUSEHOLD,53356
2013,1,FOODS,200293
2013,1,HOBBIES,20064
2013,1,HOUSEHOLD,60282
2013,2,FOODS,182465
2013,2,HOBBIES,16049
2013,2,HOUSEHOLD,46109
2013,3,FOODS,165446
2013,3,HOBBIES,16395
2013,3,HOUSEHOLD,48966
2013,4,FOODS,145573
2013,4,HOBBIES,21959
2013,4,HOUSEHOLD,48444
2013,5,FOODS,161260
2013,5,HOBBIES,23538
2013,5,HOUSEHOLD,50487
2013,6,FOODS,173354
2013,6,HOBBIES,19699
2013,6,HOUSEHOLD,54516
2013,7,FOODS,183454
2013,7,HOBBIES,24140
2013,7,HOUSEHOLD,61994
2013,8,FOODS,160674
2013,8,HOBBIES,23581
2013,8,HOUSEHOLD,59976
2013,9,FOODS,168447
2013,9,HOBBIES,24507
2013,9,HOUSEHOLD,62122
2013,10,FOODS,176103
2013,10,HOBBIES,19000
2013,10,HOUSEHOLD,57037
2013,11,FOODS,176745
2013,11,HOBBIES,23284
2013,11,HOUSEHOLD,58899
2013,12,FOODS,153994
2013,12,HOBBIES,23145
2013,12,HOUSEHOLD,56757
2013,13,FOODS,161265
2013,13,HOBBIES,18324
2013,13,HOUSEHOLD,55547
2013,14,FOODS,176786
2013,14,HOBBIES,25870
2013,14,HOUSEHOLD,65597
2013,15,FOODS,173517
2013,15,HOBBIES,24739
2013,15,HOUSEHOLD,58361
2013,16,FOODS,155104
2013,16,HOBBIES,24038
2013,16,HOUSEHOLD,56905
2013,17,FOODS,139090
2013,17,HOBBIES,23283
2013,17,HOUSEHOLD,55157
2013,18,FOODS,162132
2013,18,HOBBIES,19012
2013,18,HOUSEHOLD,58509
2013,19,FOODS,169533
2013,19,HOBBIES,23881
2013,19,HOUSEHOLD,54183
2013,20,FOODS,168410
2013,20,HOBBIES,25011
2013,20,HOUSEHOLD,58806
2013,21,FOODS,153553
2013,21,HOBBIES,24525
2013,21,HOUSEHOLD,55964
2013,22,FOODS,161525
2013,22,HOBBIES,25738
2013,22,HOUSEHOLD,61800
2013,23,FOODS,186933
2013,23,HOBBIES,26276
2013,23,HOUSEHOLD,60335
2013,24,FOODS,184665
2013,24,HOBBIES,24827
2013,24,HOUSEHOLD,55798
2013,25,FOODS,167822
2013,25,HOBBIES,25241
2013,25,HOUSEHOLD,57327
2013,26,FOODS,173297
2013,26,HOBBIES,24683
2013,26,HOUSEHOLD,56079
2013,27,FOODS,200243
2013,27,HOBBIES,24648
2013,27,HOUSEHOLD,59112
2013,28,FOODS,195079
2013,28,HOBBIES,22640
2013,28,HOUSEHOLD,61070
2013,29,FOODS,176180
2013,29,HOBBIES,23964
2013,29,HOUSEHOLD,57565
2013,30,FOODS,166204
2013,30,HOBBIES,22621
2013,30,HOUSEHOLD,56961
2013,31,FOODS,179034
2013,31,HOBBIES,24961
2013,31,HOUSEHOLD,59701
2013,32,FOODS,197651
2013,32,HOBBIES,22485
2013,32,HOUSEHOLD,58803
2013,33,FOODS,190983
2013,33,HOBBIES,22782
2013,33,HOUSEHOLD,58857
2013,34,FOODS,178977
2013,34,HOBBIES,23243
2013,34,HOUSEHOLD,59594
2013,35,FOODS,184269
2013,35,HOBBIES,22044
2013,35,HOUSEHOLD,59350
2013,36,FOODS,212307
2013,36,HOBBIES,17786
2013,36,HOUSEHOLD,61555
2013,37,FOODS,205861
2013,37,HOBBIES,23424
2013,37,HOUSEHOLD,59212
2013,38,FOODS,175998
2013,38,HOBBIES,23176
2013,38,HOUSEHOLD,60768
2013,39,FOODS,167505
2013,39,HOBBIES,24254
2013,39,HOUSEHOLD,57035
2013,40,FOODS,185631
2013,40,HOBBIES,26322
2013,40,HOUSEHOLD,64784
2013,41,FOODS,189043
2013,41,HOBBIES,25064
2013,41,HOUSEHOLD,57222
2013,42,FOODS,172473
2013,42,HOBBIES,24987
2013,42,HOUSEHOLD,55536
2013,43,FOODS,156815
2013,43,HOBBIES,25215
2013,43,HOUSEHOLD,54567
2013,44,FOODS,172131
2013,44,HOBBIES,25569
2013,44,HOUSEHOLD,57250
2013,45,FOODS,179290
2013,45,HOBBIES,23924
2013,45,HOUSEHOLD,53910
2013,46,FOODS,173072
2013,46,HOBBIES,24937
2013,46,HOUSEHOLD,52336
2013,47,FOODS,151625
2013,47,HOBBIES,25023
2013,47,HOUSEHOLD,51954
2013,48,FOODS,140623
2013,48,HOBBIES,21798
2013,48,HOUSEHOLD,49301
2013,49,FOODS,184812
2013,49,HOBBIES,26061
2013,49,HOUSEHOLD,52681
2013,50,FOODS,175580
2013,50,HOBBIES,24209
2013,50,HOUSEHOLD,48654
2013,51,FOODS,161055
2013,51,HOBBIES,25464
2013,51,HOUSEHOLD,47908
2013,52,FOODS,137601
2013,52,HOBBIES,20649
2013,52,HOUSEHOLD,44569
2014,1,FOODS,192171
2014,1,HOBBIES,26863
2014,1,HOUSEHOLD,59109
2014,2,FOODS,184549
2014,2,HOBBIES,23172
2014,2,HOUSEHOLD,49235
2014,3,FOODS,171872
2014,3,HOBBIES,23848
2014,3,HOUSEHOLD,49886
2014,4,FOODS,154627
2014,4,HOBBIES,22784
2014,4,HOUSEHOLD,49204
2014,5,FOODS,158115
2014,5,HOBBIES,23078
2014,5,HOUSEHOLD,50586
2014,6,FOODS,180856
2014,6,HOBBIES,24338
2014,6,HOUSEHOLD,56145
2014,7,FOODS,179607
2014,7,HOBBIES,23131
2014,7,HOUSEHOLD,60870
2014,8,FOODS,159473
2014,8,HOBBIES,22138
2014,8,HOUSEHOLD,63011
2014,9,FOODS,160250
2014,9,HOBBIES,22878
2014,9,HOUSEHOLD,60106
2014,10,FOODS,178314
2014,10,HOBBIES,22906
2014,10,HOUSEHOLD,58426
2014,11,FOODS,185766
2014,11,HOBBIES,22616
2014,11,HOUSEHOLD,58747
2014,12,FOODS,161595
2014,12,HOBBIES,21925
2014,12,HOUSEHOLD,55666
2014,13,FOODS,158687
2014,13,HOBBIES,21920
2014,13,HOUSEHOLD,54193
2014,14,FOODS,183665
2014,14,HOBBIES,22791
2014,14,HOUSEHOLD,59478
2014,15,FOODS,191354
2014,15,HOBBIES,22134
2014,15,HOUSEHOLD,57278
2014,16,FOODS,187865
2014,16,HOBBIES,21978
2014,16,HOUSEHOLD,55383
2014,17,FOODS,165589
2014,17,HOBBIES,22791
2014,17,HOUSEHOLD,54397
2014,18,FOODS,174654
2014,18,HOBBIES,22294
2014,18,HOUSEHOLD,57799
2014,19,FOODS,176795
2014,19,HOBBIES,22268
2014,19,HOUSEHOLD,51719
2014,20,FOODS,180086
2014,20,HOBBIES,22273
2014,20,HOUSEHOLD,53374
2014,21,FOODS,157666
2014,21,HOBBIES,22098
2014,21,HOUSEHOLD,49721
2014,22,FOODS,158756
2014,22,HOBBIES,23059
2014,22,HOUSEHOLD,55388
2014,23,FOODS,190457
2014,23,HOBBIES,23516
2014,23,HOUSEHOLD,57333
2014,24,FOODS,192639
2014,24,HOBBIES,22601
2014,24,HOUSEHOLD,52229
2014,25,FOODS,177631
2014,25,HOBBIES,23158
2014,25,HOUSEHOLD,56221
2014,26,FOODS,159756
2014,26,HOBBIES,22507
2014,26,HOUSEHOLD,53932
2014,27,FOODS,197078
2014,27,HOBBIES,23966
2014,27,HOUSEHOLD,59906
2014,28,FOODS,198740
2014,28,HOBBIES,22165
2014,28,HOUSEHOLD,57195
2014,29,FOODS,178522
2014,29,HOBBIES,22647
2014,29,HOUSEHOLD,57986
2014,30,FOODS,165008
2014,30,HOBBIES,21146
2014,30,HOUSEHOLD,55343
2014,31,FOODS,178772
2014,31,HOBBIES,23420
2014,31,HOUSEHOLD,61031
2014,32,FOODS,188000
2014,32,HOBBIES,21936
2014,32,HOUSEHOLD,58712
2014,33,FOODS,189325
2014,33,HOBBIES,21961
2014,33,HOUSEHOLD,59949
2014,34,FOODS,177806
2014,34,HOBBIES,21273
2014,34,HOUSEHOLD,61737
2014,35,FOODS,164149
2014,35,HOBBIES,21292
2014,35,HOUSEHOLD,60250
2014,36,FOODS,190838
2014,36,HOBBIES,22413
2014,36,HOUSEHOLD,61120
2014,37,FOODS,188250
2014,37,HOBBIES,21386
2014,37,HOUSEHOLD,58068
2014,38,FOODS,169705
2014,38,HOBBIES,21273
2014,38,HOUSEHOLD,57576
2014,39,FOODS,160625
2014,39,HOBBIES,20553
2014,39,HOUSEHOLD,55144
2014,40,FOODS,180688
2014,40,HOBBIES,23191
2014,40,HOUSEHOLD,63831
2014,41,FOODS,182711
2014,41,HOBBIES,22890
2014,41,HOUSEHOLD,58489
2014,42,FOODS,170274
2014,42,HOBBIES,24005
2014,42,HOUSEHOLD,56499
2014,43,FOODS,152870
2014,43,HOBBIES,23998
2014,43,HOUSEHOLD,54904
2014,44,FOODS,159938
2014,44,HOBBIES,25019
2014,44,HOUSEHOLD,55555
2014,45,FOODS,178606
2014,45,HOBBIES,23433
2014,45,HOUSEHOLD,58980
2014,46,FOODS,173225
2014,46,HOBBIES,23407
2014,46,HOUSEHOLD,52244
2014,47,FOODS,154787
2014,47,HOBBIES,23818
2014,47,HOUSEHOLD,53409
2014,48,FOODS,148379
2014,48,HOBBIES,20649
2014,48,HOUSEHOLD,49820
2014,49,FOODS,169126
2014,49,HOBBIES,25822
2014,49,HOUSEHOLD,57352
2014,50,FOODS,166073
2014,50,HOBBIES,23267
2014,50,HOUSEHOLD,49998
2014,51,FOODS,159424
2014,51,HOBBIES,24021
2014,51,HOUSEHOLD,49880
2014,52,FOODS,129811
2014,52,HOBBIES,19830
2014,52,HOUSEHOLD,45991
2015,1,FOODS,99509
2015,1,HOBBIES,13963
2015,1,HOUSEHOLD,33345
2015,2,FOODS,178043
2015,2,HOBBIES,21698
2015,2,HOUSEHOLD,49223
2015,3,FOODS,172396
2015,3,HOBBIES,22588
2015,3,HOUSEHOLD,55818
2015,4,FOODS,154850
2015,4,HOBBIES,23487
2015,4,HOUSEHOLD,55367
2015,5,FOODS,158785
2015,5,HOBBIES,24985
2015,5,HOUSEHOLD,59443
2015,6,FOODS,186691
2015,6,HOBBIES,26349
2015,6,HOUSEHOLD,65374
2015,7,FOODS,183405
2015,7,HOBBIES,26007
2015,7,HOUSEHOLD,62050
2015,8,FOODS,153988
2015,8,HOBBIES,25493
2015,8,HOUSEHOLD,64663
2015,9,FOODS,149304
2015,9,HOBBIES,26400
2015,9,HOUSEHOLD,66954
2015,10,FOODS,173559
2015,10,HOBBIES,26019
2015,10,HOUSEHOLD,62345
2015,11,FOODS,173788
2015,11,HOBBIES,25498
2015,11,HOUSEHOLD,67534
2015,12,FOODS,157071
2015,12,HOBBIES,25185
2015,12,HOUSEHOLD,62962
2015,13,FOODS,151487
2015,13,HOBBIES,25402
2015,13,HOUSEHOLD,60836
2015,14,FOODS,173450
2015,14,HOBBIES,26786
2015,14,HOUSEHOLD,65659
2015,15,FOODS,174171
2015,15,HOBBIES,27047
2015,15,HOUSEHOLD,66799
2015,16,FOODS,166242
2015,16,HOBBIES,24620
2015,16,HOUSEHOLD,63284
2015,17,FOODS,156479
2015,17,HOBBIES,26415
2015,17,HOUSEHOLD,62918
2015,18,FOODS,170596
2015,18,HOBBIES,26135
2015,18,HOUSEHOLD,62813
2015,19,FOODS,175994
2015,19,HOBBIES,26818
2015,19,HOUSEHOLD,61786
2015,20,FOODS,171391
2015,20,HOBBIES,26561
2015,20,HOUSEHOLD,66605
2015,21,FOODS,150530
2015,21,HOBBIES,26868
2015,21,HOUSEHOLD,62996
2015,22,FOODS,152872
2015,22,HOBBIES,26805
2015,22,HOUSEHOLD,66658
2015,23,FOODS,187633
2015,23,HOBBIES,27683
2015,23,HOUSEHOLD,69496
2015,24,FOODS,192488
2015,24,HOBBIES,25266
2015,24,HOUSEHOLD,65229
2015,25,FOODS,179213
2015,25,HOBBIES,26060
2015,25,HOUSEHOLD,63405
2015,26,FOODS,162650
2015,26,HOBBIES,25483
2015,26,HOUSEHOLD,64886
2015,27,FOODS,183195
2015,27,HOBBIES,27730
2015,27,HOUSEHOLD,70278
2015,28,FOODS,196107
2015,28,HOBBIES,27272
2015,28,HOUSEHOLD,66667
2015,29,FOODS,189667
2015,29,HOBBIES,27161
2015,29,HOUSEHOLD,69925
2015,30,FOODS,170179
2015,30,HOBBIES,26090
2015,30,HOUSEHOLD,68244
2015,31,FOODS,177095
2015,31,HOBBIES,27389
2015,31,HOUSEHOLD,71946
2015,32,FOODS,198895
2015,32,HOBBIES,27645
2015,32,HOUSEHOLD,72654
2015,33,FOODS,190083
2015,33,HOBBIES,26877
2015,33,HOUSEHOLD,70957
2015,34,FOODS,170866
2015,34,HOBBIES,26847
2015,34,HOUSEHOLD,72506
2015,35,FOODS,163579
2015,35,HOBBIES,26881
2015,35,HOUSEHOLD,69975
2015,36,FOODS,182777
2015,36,HOBBIES,27533
2015,36,HOUSEHOLD,71744
2015,37,FOODS,199434
2015,37,HOBBIES,26873
2015,37,HOUSEHOLD,71148
2015,38,FOODS,184838
2015,38,HOBBIES,27238
2015,38,HOUSEHOLD,68010
2015,39,FOODS,174899
2015,39,HOBBIES,26427
2015,39,HOUSEHOLD,67730
2015,40,FOODS,185259
2015,40,HOBBIES,28675
2015,40,HOUSEHOLD,71848
2015,41,FOODS,200451
2015,41,HOBBIES,27168
2015,41,HOUSEHOLD,69502
2015,42,FOODS,188906
2015,42,HOBBIES,28451
2015,42,HOUSEHOLD,66364
2015,43,FOODS,170327
2015,43,HOBBIES,29022
2015,43,HOUSEHOLD,63444
2015,44,FOODS,165798
2015,44,HOBBIES,29827
2015,44,HOUSEHOLD,66536
2015,45,FOODS,177296
2015,45,HOBBIES,29411
2015,45,HOUSEHOLD,69897
2015,46,FOODS,178766
2015,46,HOBBIES,27873
2015,46,HOUSEHOLD,63522
2015,47,FOODS,163600
2015,47,HOBBIES,28916
2015,47,HOUSEHOLD,62993
2015,48,FOODS,150214
2015,48,HOBBIES,24903
2015,48,HOUSEHOLD,57575
2015,49,FOODS,172158
2015,49,HOBBIES,30690
2015,49,HOUSEHOLD,69374
2015,50,FOODS,171224
2015,50,HOBBIES,28512
2015,50,HOUSEHOLD,61885
2015,51,FOODS,172620
2015,51,HOBBIES,29474
2015,51,HOUSEHOLD,62390
2015,52,FOODS,140943
2015,52,HOBBIES,24729
2015,52,HOUSEHOLD,55210
2015,53,FOODS,88094
2015,53,HOBBIES,14920
2015,53,HOUSEHOLD,36029
2016,1,FOODS,188614
2016,1,HOBBIES,26622
2016,1,HOUSEHOLD,64577
2016,2,FOODS,192196
2016,2,HOBBIES,25274
2016,2,HOUSEHOLD,62194
2016,3,FOODS,177317
2016,3,HOBBIES,25832
2016,3,HOUSEHOLD,64708
2016,4,FOODS,171099
2016,4,HOBBIES,27832
2016,4,HOUSEHOLD,67293
2016,5,FOODS,196176
2016,5,HOBBIES,27960
2016,5,HOUSEHOLD,69396
2016,6,FOODS,207012
2016,6,HOBBIES,27188
2016,6,HOUSEHOLD,71328
2016,7,FOODS,198657
2016,7,HOBBIES,27506
2016,7,HOUSEHOLD,74002
2016,8,FOODS,178807
2016,8,HOBBIES,26836
2016,8,HOUSEHOLD,70800
2016,9,FOODS,199561
2016,9,HOBBIES,27853
2016,9,HOUSEHOLD,75163
2016,10,FOODS,202687
2016,10,HOBBIES,25958
2016,10,HOUSEHOLD,69962
2016,11,FOODS,193108
2016,11,HOBBIES,26519
2016,11,HOUSEHOLD,67798
2016,12,FOODS,195565
2016,12,HOBBIES,25605
2016,12,HOUSEHOLD,66288
2016,13,FOODS,189164
2016,13,HOBBIES,28311
2016,13,HOUSEHOLD,74096
2016,14,FOODS,211390
2016,14,HOBBIES,27290
2016,14,HOUSEHOLD,72087
2016,15,FOODS,201045
2016,15,HOBBIES,27683
2016,15,HOUSEHOLD,67281
2016,16,FOODS,189333
2016,16,HOBBIES,27490
2016,16,HOUSEHOLD,68456
2016,53,FOODS,78214
2016,53,HOBBIES,11993
2016,53,HOUSEHOLD,31521
