item_id,store_id,cat_id,avg_daily_demand,std_demand,avg_price,total_sales,safety_stock,reorder_point,order_quantity,monthly_revenue
FOODS_1_002,WI_2,FOODS,0.42951761902266417,0.22451781690049835,8.988510638297873,3,1.0,4.0,13.0,115.82
FOODS_1_002,WI_3,FOODS,0.5305953996487798,0.30322935248067107,8.936028368794327,9,1.0,5.0,16.0,142.24
FOODS_1_003,CA_1,FOODS,0.8607917467297749,0.3155408286155562,2.976808510638297,13,1.0,7.0,26.0,76.87
FOODS_1_003,CA_2,FOODS,1.98755450468496,1.2013431053071804,2.976808510638297,26,5.0,19.0,60.0,177.5
FOODS_1_003,CA_3,FOODS,1.1382718217463037,0.4261563802198927,2.9755673758865253,19,2.0,10.0,34.0,101.61
FOODS_1_003,CA_4,FOODS,0.49482290853281913,0.3156543262120003,2.975567375886525,3,1.0,4.0,15.0,44.17
FOODS_1_003,TX_1,FOODS,0.6310163998989478,0.22237198173742204,2.9742198581560286,6,1.0,5.0,19.0,56.3
FOODS_1_003,TX_2,FOODS,0.6134992977723336,0.23470076150661645,2.975567375886525,6,1.0,5.0,18.0,54.77
FOODS_1_003,TX_3,FOODS,0.4823791159132175,0.1609664685801636,2.96936170212766,2,1.0,4.0,14.0,42.97
FOODS_1_003,WI_1,FOODS,1.0689666110888538,0.7909651207753814,2.976808510638297,19,3.0,10.0,32.0,95.46
FOODS_1_003,WI_2,FOODS,0.9931752802066817,0.490151408805034,2.974326241134752,13,2.0,9.0,30.0,88.62
FOODS_1_003,WI_3,FOODS,0.5811795522340027,0.2952919955588687,2.976808510638297,5,1.0,5.0,17.0,51.9
FOODS_1_004,CA_1,FOODS,6.992521309695187,5.143558602444886,1.8513777777777776,183,22.0,71.0,210.0,388.37
FOODS_1_004,CA_2,FOODS,3.3671484552681514,1.975741319995148,1.852177777777778,59,9.0,33.0,101.0,187.1
FOODS_1_004,CA_3,FOODS,3.595969374170996,4.581375884465542,1.8268444444444445,23,20.0,45.0,108.0,197.08
FOODS_1_004,CA_4,FOODS,2.2166361778567074,1.0936445007575193,1.8513777777777776,41,5.0,21.0,66.0,123.11
FOODS_1_004,TX_1,FOODS,6.008455013359214,4.657754507590595,1.850933333333333,150,20.0,62.0,180.0,333.64
FOODS_1_004,TX_2,FOODS,7.808200986640632,5.308547576401429,1.8501333333333327,190,23.0,78.0,234.0,433.39
FOODS_1_004,TX_3,FOODS,5.554679819795105,4.438029045154159,1.8513777777777776,92,19.0,58.0,167.0,308.51
FOODS_1_004,WI_1,FOODS,4.04207395483308,2.717827539884645,1.8513777777777776,100,12.0,40.0,121.0,224.5
FOODS_1_004,WI_2,FOODS,9.325324373499969,5.531448785909066,1.8501333333333327,306,24.0,89.0,280.0,517.59
FOODS_1_004,WI_3,FOODS,4.746087316842399,3.6652233912005694,1.8505777777777777,87,16.0,49.0,142.0,263.49
FOODS_1_005,CA_1,FOODS,0.9287759463383611,0.634932486289734,3.3344680851063826,10,3.0,10.0,28.0,92.91
FOODS_1_005,CA_2,FOODS,1.338332255917431,0.704160846081598,3.3332624113475178,20,3.0,12.0,40.0,133.83
FOODS_1_005,CA_3,FOODS,1.5306937963124225,0.6888927690857732,3.271737588652482,26,3.0,14.0,46.0,150.24
FOODS_1_005,CA_4,FOODS,0.5476921416933576,0.31416117183756026,3.332269503546099,4,1.0,5.0,16.0,54.75
FOODS_1_005,TX_1,FOODS,0.9540444591561983,1.117817051075423,3.3277659574468084,15,5.0,12.0,29.0,95.25
FOODS_1_005,TX_2,FOODS,0.49721332528402123,0.12772409850099664,3.3231914893617023,4,1.0,4.0,15.0,49.57
FOODS_1_005,TX_3,FOODS,0.8821562188495546,0.5763040761924507,3.3344680851063826,16,3.0,9.0,26.0,88.25
FOODS_1_005,WI_1,FOODS,1.0531255828185684,0.590914888911831,3.3344680851063826,24,3.0,10.0,32.0,105.35
FOODS_1_005,WI_2,FOODS,0.7450910261617706,0.4198766363874491,3.364397163120567,9,2.0,7.0,22.0,75.2
FOODS_1_005,WI_3,FOODS,1.0217942254673138,0.5524969524182609,3.3377777777777777,10,2.0,9.0,31.0,102.32
FOODS_1_006,CA_1,FOODS,2.255702736890708,2.7799147202330143,2.223085106382979,49,12.0,28.0,68.0,150.44
FOODS_1_006,CA_2,FOODS,1.8510010964834391,0.6560912105190148,2.2221276595744683,44,3.0,16.0,56.0,123.39
FOODS_1_006,CA_3,FOODS,1.5316294829777115,0.5824197609958263,2.2221276595744683,23,3.0,14.0,46.0,102.1
FOODS_1_006,CA_4,FOODS,1.228257726495417,0.6763218382558273,2.220425531914894,21,3.0,12.0,37.0,81.82
FOODS_1_006,TX_1,FOODS,0.6847615310115821,0.22439265027120708,2.221276595744681,6,1.0,6.0,21.0,45.63
FOODS_1_006,TX_2,FOODS,0.8461308256691282,0.41580173258456526,2.223085106382979,10,2.0,8.0,25.0,56.43
FOODS_1_006,TX_3,FOODS,1.1312789195694193,0.7516616536763401,2.221950354609929,23,3.0,11.0,34.0,75.41
FOODS_1_006,WI_1,FOODS,1.3612838035579455,0.6433827899424253,2.2220212765957448,22,3.0,13.0,41.0,90.74
FOODS_1_006,WI_2,FOODS,1.2449461888864108,0.7644070691617892,2.223085106382979,32,3.0,12.0,37.0,83.03
FOODS_1_006,WI_3,FOODS,1.5052978105352548,0.5520246435740556,2.2221276595744683,26,2.0,13.0,45.0,100.35
FOODS_1_008,CA_1,FOODS,0.6235027803796329,0.22348366925280974,3.382938775510204,4,1.0,5.0,19.0,63.28
FOODS_1_008,CA_2,FOODS,0.5276890466953451,0.13273318997098363,3.3568695652173908,0,1.0,5.0,16.0,53.14
FOODS_1_008,CA_3,FOODS,0.6723748250705399,0.10061011976650135,3.333399014778325,0,0.0,5.0,20.0,67.24
FOODS_1_008,CA_4,FOODS,0.5302658720228988,0.20762362830250516,3.345959183673469,6,1.0,5.0,16.0,53.23
FOODS_1_008,TX_1,FOODS,0.40457586667593554,0.05359232647882547,3.345785123966942,0,0.0,3.0,12.0,40.61
FOODS_1_008,TX_2,FOODS,0.455874418028231,0.1365354744320531,3.389473684210526,2,1.0,4.0,14.0,46.36
FOODS_1_008,TX_3,FOODS,0.4351439040792294,0.07093200552150793,3.319004524886878,1,0.0,3.0,13.0,43.33
FOODS_1_008,WI_1,FOODS,0.7582592227319718,0.30325971786085104,3.350573770491803,6,1.0,6.0,23.0,76.22
FOODS_1_008,WI_2,FOODS,0.49754034710286066,0.1544347986053113,3.347053941908713,3,1.0,4.0,15.0,49.96
FOODS_1_008,WI_3,FOODS,0.5564656774266712,0.14159639160175594,3.3525862068965515,3,1.0,5.0,17.0,55.97
FOODS_1_009,CA_1,FOODS,0.8183677272767865,0.46172968707396,2.397511111111111,5,2.0,8.0,25.0,58.86
FOODS_1_009,CA_2,FOODS,0.689596235127839,0.28869169447006326,2.3992000000000004,7,1.0,6.0,21.0,49.63
FOODS_1_009,CA_3,FOODS,1.4683325455642964,0.8495584339692493,2.3204,21,4.0,14.0,44.0,102.21
FOODS_1_009,CA_4,FOODS,0.5765950759542261,0.2693747244836459,2.3999111111111118,6,1.0,5.0,17.0,41.51
FOODS_1_009,TX_1,FOODS,0.5086008356546553,0.16800952823934062,2.38,2,1.0,5.0,15.0,36.31
FOODS_1_009,TX_2,FOODS,1.1161854069530757,0.7738047256094026,2.3809417040358745,11,3.0,11.0,33.0,79.73
FOODS_1_009,TX_3,FOODS,0.5179080563025386,0.10920839319834932,2.3925000000000005,2,0.0,4.0,16.0,37.17
FOODS_1_009,WI_1,FOODS,0.5750454708942998,0.22999224228340434,2.3949107142857144,4,1.0,5.0,17.0,41.32
FOODS_1_009,WI_2,FOODS,0.5643397173273181,0.13405514274894498,2.4200000000000004,5,1.0,5.0,17.0,40.97
FOODS_1_009,WI_3,FOODS,0.5466650751492824,0.1341629656938405,2.39847533632287,2,1.0,5.0,16.0,39.33
FOODS_1_010,CA_1,FOODS,0.5121220835626491,0.11788752604482626,5.3744600938967135,3,1.0,5.0,15.0,82.57
FOODS_1_010,CA_2,FOODS,0.392379191600856,0.08346302697743688,5.488125,1,0.0,3.0,12.0,64.6
FOODS_1_010,CA_3,FOODS,0.7406062191603145,0.29624381552348195,5.563984375,9,1.0,6.0,22.0,123.62
FOODS_1_010,CA_4,FOODS,0.444036173556519,0.28140424309443574,5.498046875,2,1.0,4.0,13.0,73.24
FOODS_1_010,TX_1,FOODS,0.47003898385283205,0.3863697867122254,6.012453531598513,6,2.0,5.0,14.0,84.78
FOODS_1_010,TX_2,FOODS,0.5697540057188553,0.5072305051406554,5.944621212121212,6,2.0,6.0,17.0,101.61
FOODS_1_010,TX_3,FOODS,0.6671841821432402,0.5414246652413525,5.9505947955390335,12,2.0,7.0,20.0,119.1
FOODS_1_010,WI_1,FOODS,0.6687214932888527,0.4011676809285395,6.972500000000001,11,2.0,7.0,20.0,139.88
FOODS_1_010,WI_2,FOODS,0.4743240484157533,0.14748571084644396,6.973605769230769,3,1.0,4.0,14.0,99.23
FOODS_1_010,WI_3,FOODS,0.3943480868072987,0.09950963330846045,7.00789156626506,2,0.0,3.0,12.0,82.91
FOODS_1_011,CA_1,FOODS,0.8684693990538503,0.3832190866327939,2.5209574468085103,11,2.0,8.0,26.0,65.68
FOODS_1_011,CA_2,FOODS,1.6214997719408666,0.8711163543875198,2.5298168498168496,37,4.0,15.0,49.0,123.06
FOODS_1_011,CA_3,FOODS,1.0211080289856331,0.5979563037819985,2.481950354609929,11,3.0,10.0,31.0,76.03
FOODS_1_011,CA_4,FOODS,0.47943097854041844,0.22769476979808426,2.5218439716312058,2,1.0,4.0,14.0,36.27
FOODS_1_011,TX_1,FOODS,0.7206446660892891,0.31698522528038553,2.5172695035460992,6,1.0,6.0,22.0,54.42
FOODS_1_011,TX_2,FOODS,0.6118827327623293,0.30791999834958655,2.5195390070921984,8,1.0,5.0,18.0,46.25
FOODS_1_011,TX_3,FOODS,0.574791223915231,0.355526199857149,2.522142857142857,1,2.0,6.0,17.0,43.49
FOODS_1_011,WI_1,FOODS,0.5553388233911578,0.30396269573489476,2.5298168498168496,9,1.0,5.0,17.0,42.15
FOODS_1_011,WI_2,FOODS,0.5885139524117151,0.4954111492669595,2.5202482269503546,5,2.0,6.0,18.0,44.5
FOODS_1_011,WI_3,FOODS,0.4566470687477165,0.12010559752308718,2.516170212765957,1,1.0,4.0,14.0,34.47
FOODS_1_012,CA_1,FOODS,0.8952031816434793,0.7086034701285523,5.5027734375,18,3.0,9.0,27.0,147.78
FOODS_1_012,CA_2,FOODS,10.051493588845368,6.62082185908361,5.5043750000000005,317,29.0,99.0,302.0,1659.82
FOODS_1_012,CA_3,FOODS,2.627984491788839,1.5169508117974038,5.5041015625,41,7.0,25.0,79.0,433.94
FOODS_1_012,CA_4,FOODS,2.1365817788175674,1.9944619116583533,5.5033593750000005,53,9.0,24.0,64.0,352.75
FOODS_1_012,TX_1,FOODS,2.7885134285140376,1.611880458478325,5.965130111524164,81,7.0,27.0,84.0,499.02
FOODS_1_012,TX_2,FOODS,5.638700104032264,2.653435793279898,5.9646840148698885,179,12.0,51.0,169.0,1008.99
FOODS_1_012,TX_3,FOODS,3.057726743036898,1.5167000222139713,5.964312267657993,67,7.0,28.0,92.0,547.12
FOODS_1_012,WI_1,FOODS,1.376326309378778,1.1278999147189974,7.2319921875,29,5.0,15.0,41.0,298.61
FOODS_1_012,WI_2,FOODS,0.6685861966153864,0.3493001715484111,7.2365625,7,2.0,7.0,20.0,145.15
FOODS_1_012,WI_3,FOODS,0.6175796995670846,0.4123725989640465,7.23046875,7,2.0,6.0,19.0,133.96
FOODS_1_013,CA_1,FOODS,1.6991627251407926,0.8037612183829622,1.4715957446808512,17,3.0,15.0,51.0,75.01
FOODS_1_013,CA_2,FOODS,3.667983836644742,2.2907611385797875,1.4707092198581562,59,10.0,36.0,110.0,161.84
FOODS_1_013,CA_3,FOODS,3.119869982941967,2.236863244391289,1.4668439716312056,33,10.0,32.0,94.0,137.29
FOODS_1_013,CA_4,FOODS,1.014662951954538,0.1618347951835104,1.4886222222222223,4,1.0,8.0,30.0,45.31
FOODS_1_013,TX_1,FOODS,1.7033653269103473,1.3924820572370393,1.4715302491103204,19,6.0,18.0,51.0,75.2
FOODS_1_013,TX_2,FOODS,1.4930574461830959,0.8627853025566242,1.4714539007092198,24,4.0,14.0,45.0,65.91
FOODS_1_013,TX_3,FOODS,1.3632271493203822,0.5301758181645699,1.4681205673758866,17,2.0,12.0,41.0,60.04
FOODS_1_013,WI_1,FOODS,2.095209298285499,1.6796002256222884,1.471524822695035,43,7.0,22.0,63.0,92.49
FOODS_1_013,WI_2,FOODS,1.2949206436875673,0.7474612812997743,1.4714539007092198,12,3.0,12.0,39.0,57.16
FOODS_1_013,WI_3,FOODS,1.4683873541641987,0.640392180473965,1.468936170212766,11,3.0,13.0,44.0,64.71
FOODS_1_014,CA_1,FOODS,1.826185529158306,0.9498908264149679,0.98,25,4.0,17.0,55.0,53.69
FOODS_1_014,CA_2,FOODS,1.174021691841583,0.3414616075547655,0.98,6,1.0,9.0,35.0,34.52
FOODS_1_014,CA_3,FOODS,1.6142967000151518,0.3991382455318174,0.98,9,2.0,13.0,48.0,47.46
FOODS_1_014,CA_4,FOODS,1.1085296741632336,0.2873763116458325,0.9800000000000001,6,1.0,9.0,33.0,32.59
FOODS_1_014,TX_1,FOODS,1.5624105440367886,0.7450481176722547,0.9799999999999999,18,3.0,14.0,47.0,45.93
FOODS_1_014,TX_2,FOODS,1.365259222778206,0.5346884614947355,0.9800000000000001,14,2.0,12.0,41.0,40.14
FOODS_1_014,TX_3,FOODS,1.5558490734540908,0.9439105980820204,0.98,22,4.0,15.0,47.0,45.74
FOODS_1_014,WI_1,FOODS,1.1842173004810317,0.4201690541747274,0.98,8,2.0,10.0,36.0,34.82
FOODS_1_014,WI_2,FOODS,1.4131023779425607,0.628186447124822,0.98,10,3.0,13.0,42.0,41.55
FOODS_1_014,WI_3,FOODS,1.1533616491528669,0.32642874430794844,0.9800000000000001,5,1.0,9.0,35.0,33.91
FOODS_1_015,CA_1,FOODS,0.7268901414131261,0.3261628211886234,3.2070714285714295,4,1.0,6.0,22.0,69.94
FOODS_1_015,CA_2,FOODS,1.77846682157658,1.4937427916850918,3.1591544117647063,32,7.0,19.0,53.0,168.55
FOODS_1_015,CA_3,FOODS,1.101236785231958,0.5036003374418582,3.0252029520295203,25,2.0,10.0,33.0,99.94
FOODS_1_015,CA_4,FOODS,0.9402382811322374,0.5298257134221772,3.218639705882353,12,2.0,9.0,28.0,90.79
FOODS_1_015,TX_1,FOODS,0.6362107093271575,0.3895200647965675,3.1922140221402207,6,2.0,6.0,19.0,60.93
FOODS_1_015,TX_2,FOODS,0.9271400975937679,0.5234080853381397,3.2096323529411768,8,2.0,8.0,28.0,89.27
FOODS_1_015,TX_3,FOODS,0.8857447468910478,0.5659070179912606,3.2247955390334573,7,2.0,8.0,27.0,85.69
FOODS_1_015,WI_1,FOODS,0.8303442102697403,0.4875913130413704,3.197867647058824,7,2.0,8.0,25.0,79.66
FOODS_1_015,WI_2,FOODS,0.5734478064528613,0.2571128170213679,3.234981684981685,4,1.0,5.0,17.0,55.65
FOODS_1_015,WI_3,FOODS,1.4846088655358562,1.6430946559591784,3.208933823529412,14,7.0,17.0,45.0,142.92
FOODS_1_016,CA_1,FOODS,1.3021084622725576,0.5182114583690762,2.0741134751773047,20,2.0,11.0,39.0,81.02
FOODS_1_016,CA_2,FOODS,1.2149340206431631,0.8263044877905961,2.074042553191489,34,4.0,13.0,36.0,75.59
FOODS_1_016,CA_3,FOODS,1.307306850832625,0.6083285973298757,2.0741134751773047,21,3.0,12.0,39.0,81.35
FOODS_1_016,CA_4,FOODS,1.03011717956552,0.587330859667285,2.078745387453875,18,3.0,10.0,31.0,64.24
FOODS_1_016,TX_1,FOODS,0.705503780129454,0.3985741458930922,2.0741134751773047,7,2.0,7.0,21.0,43.9
FOODS_1_016,TX_2,FOODS,0.8519854367797383,0.3378498010916698,2.079628252788104,13,1.0,7.0,26.0,53.15
FOODS_1_016,TX_3,FOODS,0.5567592290666726,0.15622737412934165,2.0731914893617023,5,1.0,5.0,17.0,34.63
FOODS_1_016,WI_1,FOODS,1.086706166327112,0.5696963164939349,2.0741134751773047,13,2.0,10.0,33.0,67.62
FOODS_1_016,WI_2,FOODS,0.696284396198348,0.29937722944980666,2.0741134751773047,6,1.0,6.0,21.0,43.33
FOODS_1_016,WI_3,FOODS,0.7400103584069982,0.3748653304953934,2.0692198581560284,5,2.0,7.0,22.0,45.94
FOODS_1_017,CA_1,FOODS,0.8238362478985544,0.34523313230424296,2.3604464285714286,7,2.0,8.0,25.0,58.34
FOODS_1_017,CA_2,FOODS,0.924870138727595,0.5751639522350854,2.3623555555555558,18,3.0,9.0,28.0,65.55
FOODS_1_017,CA_3,FOODS,1.0811122778747966,1.0533120006827292,2.284821428571429,21,5.0,13.0,32.0,74.1
FOODS_1_017,CA_4,FOODS,0.587834777023073,0.3559972988257197,2.365625,4,2.0,6.0,18.0,41.72
FOODS_1_017,TX_1,FOODS,0.4781969232825915,0.08632482545639036,2.3310267857142857,3,0.0,3.0,14.0,33.44
FOODS_1_017,TX_2,FOODS,0.8026466031338905,0.2846778827246717,2.3120089285714287,11,1.0,7.0,24.0,55.67
FOODS_1_017,TX_3,FOODS,0.5038175595704802,0.12390208440351556,2.314594594594595,4,1.0,5.0,15.0,34.98
FOODS_1_017,WI_1,FOODS,0.6136959004193668,0.27630408091668257,2.3604464285714286,8,1.0,5.0,18.0,43.46
FOODS_1_017,WI_2,FOODS,0.579021582475425,0.16531420994531565,2.463125,6,1.0,5.0,17.0,42.79
FOODS_1_017,WI_3,FOODS,0.5440387153952161,0.10327790527013493,2.3756053811659195,1,0.0,4.0,16.0,38.77
FOODS_1_018,CA_1,FOODS,6.183455884499209,2.3889543645825437,0.9813475177304963,80,10.0,53.0,186.0,182.04
FOODS_1_018,CA_2,FOODS,6.562939579844724,3.167288393699545,0.9814893617021276,111,14.0,60.0,197.0,193.24
FOODS_1_018,CA_3,FOODS,8.999279215370473,5.26671428656339,0.9813475177304964,116,23.0,86.0,270.0,264.94
FOODS_1_018,CA_4,FOODS,5.593189765485686,2.364538491937039,0.9813475177304964,129,10.0,49.0,168.0,164.67
FOODS_1_018,TX_1,FOODS,2.2710815227306393,1.9681106140199018,0.9660283687943264,38,9.0,25.0,68.0,65.82
FOODS_1_018,TX_2,FOODS,8.48519992967453,3.577650690663597,0.9450354609929078,143,16.0,75.0,255.0,240.56
FOODS_1_018,TX_3,FOODS,3.1801878740313603,2.383467478638921,0.9660283687943265,86,10.0,32.0,95.0,92.16
FOODS_1_018,WI_1,FOODS,4.861684962829619,2.7818820419438097,0.9813475177304964,65,12.0,46.0,146.0,143.13
FOODS_1_018,WI_2,FOODS,6.055323834859462,2.841356831684686,0.9813475177304964,120,12.0,54.0,182.0,178.27
FOODS_1_018,WI_3,FOODS,6.775528745676318,3.1725885641036653,0.981418439716312,144,14.0,61.0,203.0,199.49
FOODS_1_019,CA_1,FOODS,4.761189316470652,2.936241857671619,1.0474113475177305,70,13.0,46.0,143.0,149.61
FOODS_1_019,CA_2,FOODS,6.250779298573817,3.6736026915688096,1.0470212765957447,119,16.0,60.0,188.0,196.34
FOODS_1_019,CA_3,FOODS,4.599319463731366,2.1379868931036747,1.0032978723404256,76,9.0,41.0,138.0,138.43
FOODS_1_019,CA_4,FOODS,3.615794267368452,1.9580283971446357,1.0474113475177305,78,9.0,34.0,108.0,113.62
FOODS_1_019,TX_1,FOODS,3.653766308272077,2.64654882969866,1.0478014184397164,50,12.0,38.0,110.0,114.85
FOODS_1_019,TX_2,FOODS,4.016514964511507,2.8933625998143255,1.0474113475177305,83,13.0,41.0,120.0,126.21
FOODS_1_019,TX_3,FOODS,1.7731853932908332,1.7584385400791451,1.0470212765957447,15,8.0,20.0,53.0,55.7
FOODS_1_019,WI_1,FOODS,3.3373680655600597,2.1380147874359157,0.9853191489361702,58,9.0,32.0,100.0,98.65
FOODS_1_019,WI_2,FOODS,2.7310109754669405,1.5402376904062929,0.9849290780141844,57,7.0,26.0,82.0,80.7
FOODS_1_019,WI_3,FOODS,2.216087400250294,1.3734329515479005,0.9867375886524825,28,6.0,22.0,66.0,65.6
FOODS_1_020,CA_1,FOODS,1.2152095286108544,0.6785920256208271,2.6551063829787234,14,3.0,12.0,36.0,96.8
FOODS_1_020,CA_2,FOODS,1.5598666486584851,1.1854775925534493,2.6544680851063838,16,5.0,16.0,47.0,124.22
FOODS_1_020,CA_3,FOODS,0.8614271094772759,0.3668282322849202,2.5802836879432625,3,2.0,8.0,26.0,66.68
FOODS_1_020,CA_4,FOODS,0.6282126127033908,0.3155305695164239,2.654468085106384,7,1.0,5.0,19.0,50.03
FOODS_1_020,TX_1,FOODS,0.7500315117996713,0.3304276037165859,2.646099290780142,11,1.0,6.0,23.0,59.54
FOODS_1_020,TX_2,FOODS,0.9789552357368398,0.6018667608907242,2.6544680851063838,11,3.0,10.0,29.0,77.96
FOODS_1_020,TX_3,FOODS,0.4821179109565692,0.10376361117775515,2.651985815602837,1,0.0,3.0,14.0,38.36
FOODS_1_020,WI_1,FOODS,1.1587342805415304,0.4930189125563291,2.6544680851063833,22,2.0,10.0,35.0,92.27
FOODS_1_020,WI_2,FOODS,0.9477578786309105,0.5906655867416291,2.6634042553191493,18,3.0,10.0,28.0,75.73
FOODS_1_020,WI_3,FOODS,0.6131047732368713,0.25899589642171605,2.654468085106384,4,1.0,5.0,18.0,48.82
FOODS_1_021,CA_1,FOODS,2.871571246969081,1.9364881086874295,0.98,57,8.0,28.0,86.0,84.42
FOODS_1_021,CA_2,FOODS,1.8167445165911527,1.1672413386680787,0.9799999999999999,6,5.0,18.0,55.0,53.41
FOODS_1_021,CA_3,FOODS,1.9090819939197563,0.7187532067209925,0.9799999999999999,23,3.0,16.0,57.0,56.13
FOODS_1_021,CA_4,FOODS,2.5706068202441648,1.4957062462796322,0.98,42,7.0,25.0,77.0,75.58
FOODS_1_021,TX_1,FOODS,1.2276130403597239,0.3178873507119128,0.9638636363636364,5,1.0,10.0,37.0,35.5
FOODS_1_021,TX_2,FOODS,1.3842644922820755,0.584017664936471,0.9640909090909092,7,3.0,13.0,42.0,40.04
FOODS_1_021,TX_3,FOODS,1.248741964200599,0.31014561799001517,0.9636257309941522,8,1.0,10.0,37.0,36.1
FOODS_1_021,WI_1,FOODS,3.5966745738826176,2.7156464282754516,0.9800000000000001,74,12.0,37.0,108.0,105.74
FOODS_1_021,WI_2,FOODS,1.5346036856900955,0.8613339346478966,0.9800000000000001,18,4.0,15.0,46.0,45.12
FOODS_1_021,WI_3,FOODS,1.4836120757393791,0.5220966672939878,0.98,19,2.0,12.0,45.0,43.62
FOODS_1_022,CA_1,FOODS,0.5497310630119876,0.13471754393729396,4.607115384615385,3,1.0,5.0,16.0,75.98
FOODS_1_022,CA_2,FOODS,0.4026363742056505,0.14337781221365628,4.744835680751174,1,1.0,4.0,12.0,57.31
FOODS_1_022,CA_3,FOODS,0.6251451894970972,0.07066302779764769,4.615128205128205,3,0.0,4.0,19.0,86.55
FOODS_1_022,CA_4,FOODS,0.3281450708286553,0.044189575440581344,4.613096774193548,0,0.0,2.0,10.0,45.41
FOODS_1_022,TX_1,FOODS,0.40251285367916023,0.09935886213823497,5.3576530612244895,3,0.0,3.0,12.0,64.7
FOODS_1_022,TX_2,FOODS,0.45939474872233677,0.18916965216394804,5.358622448979593,3,1.0,4.0,14.0,73.85
FOODS_1_022,TX_3,FOODS,0.5223181394639871,0.2913011593973877,5.354030612244897,6,1.0,5.0,16.0,83.9
FOODS_1_022,WI_1,FOODS,0.4389492252621956,0.13814348327726295,6.243397435897436,2,1.0,4.0,13.0,82.22
FOODS_1_022,WI_2,FOODS,0.40467037787269267,0.08832813208220522,6.2340909090909085,2,0.0,3.0,12.0,75.68
FOODS_1_022,WI_3,FOODS,0.41884111078093494,0.08597089485983811,6.231217948717949,1,0.0,3.0,13.0,78.3
FOODS_1_023,CA_1,FOODS,0.8430865646826942,0.46594090942517224,5.501015625,14,2.0,8.0,25.0,139.13
FOODS_1_023,CA_2,FOODS,1.487991137001664,0.8948102115466409,5.503828125,31,4.0,14.0,45.0,245.69
FOODS_1_023,CA_3,FOODS,2.2741041636050747,1.7181807372141025,5.567109375,74,7.0,23.0,68.0,379.81
FOODS_1_023,CA_4,FOODS,1.1101692752300372,1.0966382716337253,5.50359375,17,5.0,13.0,33.0,183.3
FOODS_1_023,TX_1,FOODS,1.0511831140930672,1.0139249373951662,5.965576208178439,22,4.0,11.0,32.0,188.13
FOODS_1_023,TX_2,FOODS,1.1859764838643416,0.6056518472450992,5.964460966542752,29,3.0,11.0,36.0,212.21
FOODS_1_023,TX_3,FOODS,2.682755582862639,1.6323747746935633,5.95183908045977,79,7.0,26.0,80.0,479.02
FOODS_1_023,WI_1,FOODS,0.6515490813763217,0.2705406657728084,7.045633802816901,13,1.0,6.0,20.0,137.72
FOODS_1_023,WI_2,FOODS,0.40330535256836003,0.0812361037929889,7.022067307692307,7,0.0,3.0,12.0,84.96
FOODS_1_023,WI_3,FOODS,0.5041555740954294,0.24381403124295303,7.044178403755869,5,1.0,5.0,15.0,106.54
FOODS_1_024,CA_1,FOODS,1.012031337882747,0.4830395137128336,4.705425531914893,10,2.0,9.0,30.0,142.86
