year,month,store_id,monthly_sales
2011,10,WI_3,110793
2011,11,CA_1,99155
2011,11,CA_2,74165
2011,11,CA_3,145024
2011,11,CA_4,52992
2011,11,TX_1,71441
2011,11,TX_2,98023
2011,11,TX_3,79566
2011,11,WI_1,48654
2011,11,WI_2,49558
2011,11,WI_3,104509
2011,12,CA_1,108145
2011,12,CA_2,80208
2011,12,CA_3,155624
2011,12,CA_4,55838
2011,12,TX_1,77425
2011,12,TX_2,105169
2011,12,TX_3,81259
2011,12,WI_1,53844
2011,12,WI_2,55933
2011,12,WI_3,113853
2012,1,CA_1,106579
2012,1,CA_2,77786
2012,1,CA_3,160276
2012,1,CA_4,58738
2012,1,TX_1,77448
2012,1,TX_2,107283
2012,1,TX_3,80685
2012,1,WI_1,51901
2012,1,WI_2,57600
2012,1,WI_3,115079
2012,2,CA_1,105943
2012,2,CA_2,76957
2012,2,CA_3,166655
2012,2,CA_4,55935
2012,2,TX_1,77203
2012,2,TX_2,109956
2012,2,TX_3,80375
2012,2,WI_1,52938
2012,2,WI_2,58404
2012,2,WI_3,113624
2012,3,CA_1,119562
2012,3,CA_2,87001
2012,3,CA_3,182210
2012,3,CA_4,61246
2012,3,TX_1,86340
2012,3,TX_2,122843
2012,3,TX_3,89407
2012,3,WI_1,57633
2012,3,WI_2,56815
2012,3,WI_3,123837
2012,4,CA_1,119329
2012,4,CA_2,84605
2012,4,CA_3,166752
2012,4,CA_4,60311
2012,4,TX_1,90560
2012,4,TX_2,120606
2012,4,TX_3,84957
2012,4,WI_1,54172
2012,4,WI_2,49248
2012,4,WI_3,114318
2012,5,CA_1,122693
2012,5,CA_2,86714
2012,5,CA_3,171516
2012,5,CA_4,61675
2012,5,TX_1,93122
2012,5,TX_2,125254
2012,5,TX_3,90357
2012,5,WI_1,56463
2012,5,WI_2,61901
2012,5,WI_3,128051
2012,6,CA_1,128492
2012,6,CA_2,93534
2012,6,CA_3,187857
2012,6,CA_4,63963
2012,6,TX_1,94846
2012,6,TX_2,133109
2012,6,TX_3,98825
2012,6,WI_1,62723
2012,6,WI_2,97162
2012,6,WI_3,135098
2012,7,CA_1,126739
2012,7,CA_2,93251
2012,7,CA_3,189614
2012,7,CA_4,63118
2012,7,TX_1,91315
2012,7,TX_2,127373
2012,7,TX_3,95258
2012,7,WI_1,58506
2012,7,WI_2,103202
2012,7,WI_3,132401
2012,8,CA_1,130572
2012,8,CA_2,95268
2012,8,CA_3,195856
2012,8,CA_4,65210
2012,8,TX_1,95477
2012,8,TX_2,132341
2012,8,TX_3,101531
2012,8,WI_1,53950
2012,8,WI_2,110465
2012,8,WI_3,122110
2012,9,CA_1,121643
2012,9,CA_2,92112
2012,9,CA_3,184289
2012,9,CA_4,64044
2012,9,TX_1,95226
2012,9,TX_2,125690
2012,9,TX_3,97529
2012,9,WI_1,53807
2012,9,WI_2,109152
2012,9,WI_3,120872
2012,10,CA_1,111356
2012,10,CA_2,85724
2012,10,CA_3,175625
2012,10,CA_4,60369
2012,10,TX_1,88903
2012,10,TX_2,122138
2012,10,TX_3,94341
2012,10,WI_1,49720
2012,10,WI_2,105019
2012,10,WI_3,113113
2012,11,CA_1,103525
2012,11,CA_2,76170
2012,11,CA_3,155888
2012,11,CA_4,55944
2012,11,TX_1,83009
2012,11,TX_2,111315
2012,11,TX_3,83608
2012,11,WI_1,83180
2012,11,WI_2,101298
2012,11,WI_3,106747
2012,12,CA_1,109999
2012,12,CA_2,83362
2012,12,CA_3,163168
2012,12,CA_4,59312
2012,12,TX_1,90662
2012,12,TX_2,122314
2012,12,TX_3,90325
2012,12,WI_1,90395
2012,12,WI_2,108465
2012,12,WI_3,112450
2013,1,CA_1,109525
2013,1,CA_2,82143
2013,1,CA_3,167290
2013,1,CA_4,59762
2013,1,TX_1,83059
2013,1,TX_2,115495
2013,1,TX_3,87695
2013,1,WI_1,82052
2013,1,WI_2,114294
2013,1,WI_3,107245
2013,2,CA_1,108956
2013,2,CA_2,80620
2013,2,CA_3,156628
2013,2,CA_4,58691
2013,2,TX_1,87148
2013,2,TX_2,122130
2013,2,TX_3,88546
2013,2,WI_1,77925
2013,2,WI_2,118594
2013,2,WI_3,111422
2013,3,CA_1,122496
2013,3,CA_2,94964
2013,3,CA_3,178386
2013,3,CA_4,66969
2013,3,TX_1,95007
2013,3,TX_2,134715
2013,3,TX_3,94320
2013,3,WI_1,89197
2013,3,WI_2,121093
2013,3,WI_3,120423
2013,4,CA_1,118365
2013,4,CA_2,89100
2013,4,CA_3,180615
2013,4,CA_4,65472
2013,4,TX_1,88107
2013,4,TX_2,122099
2013,4,TX_3,87547
2013,4,WI_1,77002
2013,4,WI_2,110150
2013,4,WI_3,95579
2013,5,CA_1,128245
2013,5,CA_2,94256
2013,5,CA_3,186407
2013,5,CA_4,70362
2013,5,TX_1,92412
2013,5,TX_2,127418
2013,5,TX_3,92328
2013,5,WI_1,82535
2013,5,WI_2,110700
2013,5,WI_3,90020
2013,6,CA_1,136580
2013,6,CA_2,100712
2013,6,CA_3,200392
2013,6,CA_4,73282
2013,6,TX_1,98388
2013,6,TX_2,137755
2013,6,TX_3,96820
2013,6,WI_1,86929
2013,6,WI_2,111708
2013,6,WI_3,93027
2013,7,CA_1,141288
2013,7,CA_2,100760
2013,7,CA_3,205820
2013,7,CA_4,75030
2013,7,TX_1,95094
2013,7,TX_2,141604
2013,7,TX_3,99949
2013,7,WI_1,88702
2013,7,WI_2,113941
2013,7,WI_3,97279
2013,8,CA_1,147275
2013,8,CA_2,104709
2013,8,CA_3,211210
2013,8,CA_4,75506
2013,8,TX_1,101575
2013,8,TX_2,143238
2013,8,TX_3,107360
2013,8,WI_1,90422
2013,8,WI_2,120573
2013,8,WI_3,102945
2013,9,CA_1,139731
2013,9,CA_2,101466
2013,9,CA_3,206422
2013,9,CA_4,74758
2013,9,TX_1,98008
2013,9,TX_2,134813
2013,9,TX_3,102327
2013,9,WI_1,86316
2013,9,WI_2,123111
2013,9,WI_3,99563
2013,10,CA_1,132669
2013,10,CA_2,97920
2013,10,CA_3,198465
2013,10,CA_4,72735
2013,10,TX_1,93539
2013,10,TX_2,126207
2013,10,TX_3,97827
2013,10,WI_1,84700
2013,10,WI_2,123861
2013,10,WI_3,96600
2013,11,CA_1,123935
2013,11,CA_2,87266
2013,11,CA_3,180387
2013,11,CA_4,66161
2013,11,TX_1,85233
2013,11,TX_2,115379
2013,11,TX_3,90903
2013,11,WI_1,84759
2013,11,WI_2,117153
2013,11,WI_3,93623
2013,12,CA_1,129475
2013,12,CA_2,87616
2013,12,CA_3,177611
2013,12,CA_4,65368
2013,12,TX_1,88000
2013,12,TX_2,115455
2013,12,TX_3,90559
2013,12,WI_1,90555
2013,12,WI_2,116312
2013,12,WI_3,93583
2014,1,CA_1,123859
2014,1,CA_2,88280
2014,1,CA_3,184846
2014,1,CA_4,69147
2014,1,TX_1,86098
2014,1,TX_2,108905
2014,1,TX_3,91730
2014,1,WI_1,87672
2014,1,WI_2,118130
2014,1,WI_3,98345
2014,2,CA_1,113642
2014,2,CA_2,84774
2014,2,CA_3,169616
2014,2,CA_4,63298
2014,2,TX_1,84296
2014,2,TX_2,104107
2014,2,TX_3,92710
2014,2,WI_1,83734
2014,2,WI_2,122648
2014,2,WI_3,90935
2014,3,CA_1,128947
2014,3,CA_2,96707
2014,3,CA_3,192506
2014,3,CA_4,71510
2014,3,TX_1,95562
2014,3,TX_2,114231
2014,3,TX_3,107234
2014,3,WI_1,94220
2014,3,WI_2,125690
2014,3,WI_3,97099
2014,4,CA_1,132059
2014,4,CA_2,88580
2014,4,CA_3,197001
2014,4,CA_4,70553
2014,4,TX_1,96505
2014,4,TX_2,112459
2014,4,TX_3,105957
2014,4,WI_1,93684
2014,4,WI_2,121696
2014,4,WI_3,85793
2014,5,CA_1,131457
2014,5,CA_2,87313
2014,5,CA_3,197759
2014,5,CA_4,71038
2014,5,TX_1,93793
2014,5,TX_2,110674
2014,5,TX_3,102759
2014,5,WI_1,96740
2014,5,WI_2,117516
2014,5,WI_3,84043
2014,6,CA_1,133238
2014,6,CA_2,84492
2014,6,CA_3,201851
2014,6,CA_4,73900
2014,6,TX_1,94031
2014,6,TX_2,116126
2014,6,TX_3,106073
2014,6,WI_1,98336
2014,6,WI_2,118823
2014,6,WI_3,83161
2014,7,CA_1,140310
2014,7,CA_2,86781
2014,7,CA_3,210574
2014,7,CA_4,73526
2014,7,TX_1,97904
2014,7,TX_2,120162
2014,7,TX_3,110754
2014,7,WI_1,102475
2014,7,WI_2,124224
2014,7,WI_3,85054
2014,8,CA_1,145962
2014,8,CA_2,86351
2014,8,CA_3,214357
2014,8,CA_4,74225
2014,8,TX_1,100829
2014,8,TX_2,120484
2014,8,TX_3,114590
2014,8,WI_1,104881
2014,8,WI_2,131948
2014,8,WI_3,90475
2014,9,CA_1,131924
2014,9,CA_2,80729
2014,9,CA_3,202057
2014,9,CA_4,71481
2014,9,TX_1,89094
2014,9,TX_2,109630
2014,9,TX_3,102896
2014,9,WI_1,95870
2014,9,WI_2,119738
2014,9,WI_3,84995
2014,10,CA_1,137712
2014,10,CA_2,75793
2014,10,CA_3,194219
2014,10,CA_4,74435
2014,10,TX_1,90359
2014,10,TX_2,110196
2014,10,TX_3,105569
2014,10,WI_1,99725
2014,10,WI_2,127350
2014,10,WI_3,87720
2014,11,CA_1,132830
2014,11,CA_2,74463
2014,11,CA_3,184386
2014,11,CA_4,67750
2014,11,TX_1,88709
2014,11,TX_2,103096
2014,11,TX_3,98436
2014,11,WI_1,97248
2014,11,WI_2,118361
2014,11,WI_3,85799
2014,12,CA_1,125991
2014,12,CA_2,75950
2014,12,CA_3,165384
2014,12,CA_4,65313
2014,12,TX_1,88384
2014,12,TX_2,101710
2014,12,TX_3,97163
2014,12,WI_1,99234
2014,12,WI_2,114286
2014,12,WI_3,80037
2015,1,CA_1,129815
2015,1,CA_2,76788
2015,1,CA_3,182024
2015,1,CA_4,69658
2015,1,TX_1,93292
2015,1,TX_2,107257
2015,1,TX_3,100236
2015,1,WI_1,107149
2015,1,WI_2,124938
2015,1,WI_3,91958
2015,2,CA_1,118525
2015,2,CA_2,65579
2015,2,CA_3,172693
2015,2,CA_4,64926
2015,2,TX_1,89757
2015,2,TX_2,106243
2015,2,TX_3,102789
2015,2,WI_1,100541
2015,2,WI_2,119831
2015,2,WI_3,90993
2015,3,CA_1,131789
2015,3,CA_2,75437
2015,3,CA_3,195989
2015,3,CA_4,72824
2015,3,TX_1,97623
2015,3,TX_2,113689
2015,3,TX_3,113322
2015,3,WI_1,105812
2015,3,WI_2,119331
2015,3,WI_3,93911
2015,4,CA_1,134218
2015,4,CA_2,71474
2015,4,CA_3,185664
2015,4,CA_4,71315
2015,4,TX_1,93933
2015,4,TX_2,112170
2015,4,TX_3,112726
2015,4,WI_1,100658
2015,4,WI_2,117528
2015,4,WI_3,93743
2015,5,CA_1,142632
2015,5,CA_2,79296
2015,5,CA_3,192550
2015,5,CA_4,75237
2015,5,TX_1,99624
2015,5,TX_2,114947
2015,5,TX_3,120625
2015,5,WI_1,108581
2015,5,WI_2,122952
2015,5,WI_3,96570
2015,6,CA_1,136571
2015,6,CA_2,101998
2015,6,CA_3,196845
2015,6,CA_4,72508
2015,6,TX_1,99218
2015,6,TX_2,112594
2015,6,TX_3,114566
2015,6,WI_1,105400
2015,6,WI_2,121590
2015,6,WI_3,94309
2015,7,CA_1,142973
2015,7,CA_2,117409
2015,7,CA_3,203757
2015,7,CA_4,76812
2015,7,TX_1,106333
2015,7,TX_2,121879
2015,7,TX_3,119295
2015,7,WI_1,110997
2015,7,WI_2,128387
2015,7,WI_3,104305
2015,8,CA_1,146168
2015,8,CA_2,128546
2015,8,CA_3,212729
2015,8,CA_4,78229
2015,8,TX_1,103796
2015,8,TX_2,121388
2015,8,TX_3,120029
2015,8,WI_1,109018
2015,8,WI_2,132135
2015,8,WI_3,102303
2015,9,CA_1,134939
2015,9,CA_2,122909
2015,9,CA_3,197867
2015,9,CA_4,75816
2015,9,TX_1,93635
2015,9,TX_2,113645
2015,9,TX_3,110554
2015,9,WI_1,102060
2015,9,WI_2,134317
2015,9,WI_3,103171
2015,10,CA_1,141987
2015,10,CA_2,131550
2015,10,CA_3,198226
2015,10,CA_4,79262
2015,10,TX_1,96230
2015,10,TX_2,119608
2015,10,TX_3,118225
2015,10,WI_1,111776
2015,10,WI_2,139328
2015,10,WI_3,112245
2015,11,CA_1,123590
2015,11,CA_2,117037
2015,11,CA_3,170986
2015,11,CA_4,70434
2015,11,TX_1,88531
2015,11,TX_2,109508
2015,11,TX_3,105675
2015,11,WI_1,102489
2015,11,WI_2,120937
2015,11,WI_3,104789
2015,12,CA_1,123656
2015,12,CA_2,120398
2015,12,CA_3,167423
2015,12,CA_4,68080
2015,12,TX_1,89279
2015,12,TX_2,111871
2015,12,TX_3,104831
2015,12,WI_1,110443
2015,12,WI_2,126354
2015,12,WI_3,103901
2016,1,CA_1,131598
2016,1,CA_2,128709
2016,1,CA_3,189217
2016,1,CA_4,75868
2016,1,TX_1,93112
2016,1,TX_2,116650
2016,1,TX_3,112028
2016,1,WI_1,113934
2016,1,WI_2,140948
2016,1,WI_3,113222
2016,2,CA_1,126655
2016,2,CA_2,121210
2016,2,CA_3,185822
2016,2,CA_4,72017
2016,2,TX_1,93504
2016,2,TX_2,121410
2016,2,TX_3,113196
2016,2,WI_1,109622
2016,2,WI_2,154084
2016,2,WI_3,115407
2016,3,CA_1,136557
2016,3,CA_2,126302
2016,3,CA_3,196350
2016,3,CA_4,79721
2016,3,TX_1,100805
2016,3,TX_2,125617
2016,3,TX_3,117252
2016,3,WI_1,114348
2016,3,WI_2,159236
2016,3,WI_3,119558
2016,4,CA_1,112847
2016,4,CA_2,110521
2016,4,CA_3,155316
2016,4,CA_4,64733
2016,4,TX_1,81819
2016,4,TX_2,96975
2016,4,TX_3,93751
2016,4,WI_1,95912
2016,4,WI_2,135231
2016,4,WI_3,99583
