ds,yhat,yhat_lower,yhat_upper
2011-03-30,13.602471828210804,-11.904774569588715,40.58448513814694
2011-03-31,15.522145235206791,-12.85684684137641,44.50326247508434
2011-04-01,17.31600248878945,-10.306169939160126,42.35047519533225
2011-04-02,21.39593293128719,-7.167837715317199,48.24558579119472
2011-04-03,20.984904956079113,-5.354461548744848,46.65643387200464
2011-04-04,15.529440589937556,-10.329314139863776,44.27013144192038
2011-04-05,13.781853497990385,-12.398510736879437,41.349797158368034
2011-04-06,13.70521393602503,-12.946672078593705,41.440959238900646
2011-04-07,15.602576950347036,-11.228751260241326,41.60875617249204
2011-04-08,17.366681226916416,-10.128334519870716,44.16810400595023
2011-04-09,21.42512049486972,-5.063850024530039,49.971707006511615
2011-04-10,20.963252519855317,-6.777774203096224,49.27784693661527
2011-04-11,15.426622310962761,-11.20750676088244,43.21695729580775
2011-04-12,13.62093344593308,-13.32324770378952,39.894139201318545
2011-04-13,13.499879561227358,-14.733152092068062,39.96080694928926
2011-04-14,15.37084387608469,-10.405451455371006,42.53174178984627
2011-04-15,17.1168907921618,-8.541144079957594,44.753152911392604
2011-04-16,21.182200362438305,-4.697636456395883,48.470087853336054
2011-04-17,20.71494323547054,-7.937056134206336,46.48848760251734
2011-04-18,15.159615067302624,-11.580722648123473,41.81130899624379
2011-04-19,13.37471663043593,-12.395354554972148,41.00350505260428
2011-04-20,13.303441480701526,-13.195305166381196,40.50938413973108
2011-04-21,15.25585153960337,-11.735567018686615,42.402368479084366
2011-04-22,17.103181779544325,-10.524608954067745,44.619030671370204
2011-04-23,21.303573756920713,-6.890481084826717,46.94095272615095
2011-04-24,20.964967772013342,-5.544544385116142,47.40403259452037
2011-04-25,15.527414154731739,-11.985789153697532,42.00722098527477
2011-04-26,13.898540913635857,-13.829345204285984,42.165256554078105
2011-04-27,14.007187676097951,-14.16818962392006,40.59232194084161
2011-04-28,16.162156624841717,-11.425666315374674,41.2233096304788
2011-04-29,18.21893627931596,-8.951163976786136,43.301465969645356
2011-04-30,22.645844051631272,-4.400680746072072,49.748193496319395
2011-05-01,22.507046551549227,-3.492013012088406,48.082854149745685
2011-05-02,17.234956538352527,-8.88237594926794,45.965972159106066
2011-05-03,15.783591612249994,-11.026206690572971,42.22549980678084
2011-05-04,16.065249532877786,-12.193182623814526,43.02363176295006
2011-05-05,18.385918244910716,-8.353437636809804,46.94450012861808
2011-05-06,20.58448837400752,-6.766436772827528,47.385254945518724
2011-05-07,25.13935787024882,-1.1294506848238843,52.196101316284995
2011-05-08,25.07161492169277,-1.2403706064400362,53.877833413042104
2011-05-09,19.80753484467735,-7.098098609180475,48.910551492306105
2011-05-10,18.349822826372474,-6.93962461769996,47.00140962479977
2011-05-11,18.597301854252095,-7.928709753355999,46.404694691593924
2011-05-12,20.856931367677973,-4.7603348361995454,46.43310163779519
2011-05-13,22.955436993326124,-4.478108936965438,49.94036456468071
2011-05-14,27.386286076053963,2.403093266468361,54.48796345049032
2011-05-15,27.132924143879237,-0.1140014686641708,53.96833210361946
2011-05-16,21.62124723611625,-3.2033580760319316,47.76344233177793
2011-05-17,19.908591656840056,-8.343652363139658,46.225460800782365
2011-05-18,19.88628826309851,-4.935938144618734,46.77970782998414
2011-05-19,21.868137946399404,-5.132275688779704,47.39241264075535
2011-05-20,23.67430518352711,-2.2999045167800025,49.80788867719332
2011-05-21,27.81851346396266,2.685909373801879,55.13153897728221
2011-05-22,27.251190846750905,-0.5449176066769388,54.346766123776916
2011-05-23,21.40178382054927,-4.271478656779396,48.85429993933924
2011-05-24,19.385374550943894,-7.267818973489224,46.12854203539634
2011-05-25,19.087999938758532,-8.261224321889392,47.5482647499639
2011-05-26,20.83150340351683,-5.446824354787453,46.637712053095896
2011-05-27,22.42963543595921,-4.98220516425523,48.919542908898705
2011-05-28,26.41543787972983,0.8225635111322147,53.36524122251235
2011-05-29,25.704294730734418,-1.2120925273154948,52.15109756870224
2011-05-30,19.72611160372654,-4.824843912952357,45.319697225328305
2011-05-31,17.64961246052322,-9.040669701662392,44.25792772838078
2011-06-01,17.350502573621938,-9.436508059030897,44.850465012544205
2011-06-02,19.152801435002836,-8.246708922414049,46.22918588900181
2011-06-03,20.85727858379901,-7.144311876630271,44.5782583326014
2011-06-04,25.009175626468412,-1.859518004525238,52.770177478236285
2011-06-05,24.481328285871246,-0.7108591850031677,50.48844309857429
2011-06-06,18.696390631911985,-8.496772061517666,44.688313615590765
2011-06-07,16.868999180797925,-10.896640359820308,42.359318516004464
2011-06-08,16.85697167910241,-8.661384221274307,45.648700289112305
2011-06-09,18.979312174979015,-9.379697354301134,46.43109460240386
2011-06-10,21.017167325024506,-4.799173067250652,48.91346523027938
2011-06-11,25.522060628565228,0.7221918423290213,52.73012131830266
2011-06-12,25.319244796586823,-1.3421642323095277,53.172658142421206
2011-06-13,19.82011005937758,-7.725482724405035,47.48355626105631
2011-06-14,18.28233129527241,-8.055982439455047,43.88271725408743
2011-06-15,18.544191305402002,-8.616440267313967,45.36440773553644
2011-06-16,20.919317053955872,-5.4975427506566135,49.16841485844103
2011-06-17,23.170183861704036,-2.8346083824390496,49.63458220055635
2011-06-18,27.856856526994086,3.7686000312572316,54.99916811290552
2011-06-19,27.760533655893475,-2.14795687730202,53.60285667307458
2011-06-20,22.286069218941233,-2.694911381912184,49.098953185041644
2011-06-21,20.740000827107128,-6.776501065893517,48.40737955030154
2011-06-22,20.947866799899586,-4.845479110641289,47.71399314595471
2011-06-23,23.225517077011833,-2.165741746682651,49.40578231556766
2011-06-24,25.32498671820374,-1.408598274823873,53.45193293808691
2011-06-25,29.823547577564142,1.4206482119614905,56.23439667909953
2011-06-26,29.467235342031763,1.927196847594955,55.61295308245693
2011-06-27,23.663267379511343,-2.5204579921240744,51.0119335893621
2011-06-28,21.77573296075211,-5.8799116194564895,49.58211887881719
2011-06-29,21.625688242915942,-5.130945710963869,48.586733554816874
2011-06-30,23.538834824064182,-4.901142768893908,51.42393141526004
2011-07-01,25.263569710231394,0.17955016887860786,51.534196767306895
2011-07-02,29.400173904914258,2.7805343707152397,56.65384885148846
2011-07-03,28.66417226886947,2.603830016730982,54.99881865638558
2011-07-04,22.468525488086577,-3.9226583719481054,50.71927696505849
2011-07-05,20.23689105804661,-8.381355574084875,46.31279787804325
2011-07-06,19.786438476670114,-5.036713642084631,45.365392430860695
2011-07-07,21.451872850518168,-4.333796167816872,48.3237143069745
2011-07-08,22.975674590625385,-3.9383708111625193,51.13012877346516
2011-07-09,26.97747384649816,0.9909246514535196,53.67161495904917
2011-07-10,26.13732667656928,-1.4273993066515902,54.53966120273896
2011-07-11,19.867797182020563,-5.9613729993039275,45.13796914959286
2011-07-12,17.644935004659004,-9.258226433550718,46.341030941399225
2011-07-13,17.27398256037869,-10.033036118955732,43.38554775532794
2011-07-14,19.089937300304,-4.272411045324718,46.488229630215905
2011-07-15,20.820191633364075,-6.584607677029984,45.99117866571293
2011-07-16,25.094315276727983,0.8293229214620205,51.79910944026992
2011-07-17,24.547475758376113,-2.3840274968413655,51.875373749233894
2011-07-18,18.582638906425842,-8.72744864686019,47.13570257880324
2011-07-19,16.719485433250895,-10.280382731465746,43.46104608374798
2011-07-20,16.743221526406884,-10.911015099101903,43.273144274179636
2011-07-21,18.981874535111857,-7.771067040762743,45.45122099542876
2011-07-22,21.141506195443267,-6.930241424293556,48.74040432701655
2011-07-23,25.856550419793614,-0.5286429366863037,54.35714580110728
2011-07-24,25.713495861145446,-1.4691294803302206,53.274133377839036
2011-07-25,20.103290325715786,-6.265646591743352,46.65536593969553
2011-07-26,18.588247635598137,-6.475879320497856,46.57822575788585
2011-07-27,18.933976786321754,-8.248653554986893,46.2174010771676
2011-07-28,21.463390816851174,-6.285645127881545,47.59250431080834
2011-07-29,23.864438190710903,-4.381215723568325,49.59037854658394
2011-07-30,28.780907138947295,1.0084200412951578,55.0113801760551
2011-07-31,28.756250516874264,1.5100168418288429,55.85625601341702
2011-08-01,23.176047059015367,-2.351416725740387,50.83226742436482
2011-08-02,21.6527274907428,-5.7485935378710264,47.18323127583319
2011-08-03,21.940432109034585,-3.8280732567855247,47.3264357579967
2011-08-04,24.36552898497889,-1.7475045506721267,50.13584512115578
2011-08-05,26.606650699357637,0.6121284835642485,53.46077873867885
2011-08-06,31.325749636892066,4.605978857073152,57.157383964057004
2011-08-07,31.03185188959721,4.766763511468624,57.72970732704153
2011-08-08,25.113370157822153,-2.399935878015857,51.903844134037165
2011-08-09,23.24045713862341,-1.832794694525968,51.751347624414365
2011-08-10,23.162617598529643,-2.437460987809002,49.7543259395574
2011-08-11,25.215584308862148,-2.49853900510601,51.793173205387944
2011-08-12,27.073534519083314,-0.1510619361064852,52.98906554840005
2011-08-13,31.42029948765695,6.580348485986158,58.78244328923741
2011-08-14,30.73298173291216,4.667365028162594,58.68929459155899
2011-08-15,24.40408615538753,-2.4109383196424,49.99064457035069
2011-08-16,22.1614999281621,-5.81610829819322,46.68038904653761
2011-08-17,21.748890429172135,-5.125788046941779,46.846808691076696
2011-08-18,23.50900104943949,-2.2196746813010497,50.122833257865594
2011-08-19,25.10813813103477,-1.0379117163001443,52.51335923652099
2011-08-20,29.24765111476857,2.349422485473648,56.21248613896017
2011-08-21,28.367551579442615,3.9908400294541857,55.154923333907206
2011-08-22,21.85861894055471,-4.8762470599690255,47.48287452723978
2011-08-23,19.500176532811334,-6.363588058702673,46.8019304859244
2011-08-24,19.023453547110293,-8.184684684552662,47.52351022634595
2011-08-25,20.771482269154735,-5.422102583421524,46.48018423398244
2011-08-26,22.39603538955672,-5.438915913809566,49.31588079815329
2011-08-27,26.609550085884482,2.284485593659285,56.57325700571119
2011-08-28,25.808910897036355,-0.5291656613732446,51.87491046694745
2011-08-29,19.377676481364496,-7.7726051223715045,47.06401599402842
2011-08-30,17.141779023230633,-10.021335571680776,44.26120647241603
2011-08-31,16.81595477378118,-8.84969380991564,43.20303397190844
2011-09-01,18.740322294634947,-8.51398190680569,46.11676843941013
2011-09-02,20.54982295228399,-6.867662208045534,47.7332846100556
2011-09-03,24.966614039676887,-0.2634519087503266,53.05663353601943
2011-09-04,24.344012752308714,-2.648675973222804,50.903604560163984
2011-09-05,18.058814109439293,-6.593439336558366,43.99174822007927
2011-09-06,15.984858080259313,-9.226350987560535,44.34965410586066
2011-09-07,15.822449598878784,-10.156723040217653,43.92266120924046
2011-09-08,17.9115179999975,-10.70432138620356,41.661585853095225
2011-09-09,19.87344360972209,-7.377502254784204,50.616209817638484
2011-09-10,24.44378941665916,-3.4074931287289845,52.04539097853165
2011-09-11,23.936266475098545,-4.340067283475969,49.52995157877174
2011-09-12,17.724998566413866,-9.80781398317994,44.911871473989585
2011-09-13,15.735812395390477,-11.579603820196992,43.354414186682575
2011-09-14,15.65850667757572,-11.64970780448222,45.13715935417675
2011-09-15,17.83646090689915,-9.3889489707487,45.75729474816186
2011-09-16,19.880728713357687,-5.4995976082940645,47.28363892147132
2011-09-17,24.543004851597466,-2.118430688352784,52.34017910144895
2011-09-18,24.09952794211024,-3.7198510678083183,51.84076688046212
2011-09-19,17.923229353585118,-9.92654310958477,44.07889960410564
2011-09-20,15.99270727492345,-9.365758347465166,43.8755998904309
2011-09-21,15.987330030290272,-9.279441737397802,43.802838787800255
2011-09-22,18.253303948071487,-6.482232891882968,44.71090566016336
2011-09-23,20.39006738156765,-4.930008031668032,47.15583547368357
2011-09-24,25.16354980420177,-2.3786501286082444,52.51866832192809
2011-09-25,24.81008963780625,-2.009991573610921,50.56872472026096
2011-09-26,18.69856349225786,-8.439688848458857,46.14356824588176
2011-09-27,16.85715550081722,-8.290345756113636,43.06515010410539
2011-09-28,16.951417902253645,-10.318754212208553,42.589584965778954
2011-09-29,19.326928738461042,-8.98894113334906,45.419055416585444
2011-09-30,21.568120762319904,-5.837562716819802,47.628227137684455
2011-10-01,26.45196605079966,-0.04335750847526468,54.86158243272373
2011-10-02,26.172037232130773,-1.3754838562131708,53.53504284056553
2011-10-03,20.09073614808953,-6.120593968396423,47.13594824420235
2011-10-04,18.283964404003203,-7.083579932333681,43.76528358607393
2011-10-05,18.40223056952417,-9.6183251953603,45.38682447425075
2011-10-06,20.789967464693497,-4.900191314505888,47.423674463316324
2011-10-07,23.016843713624734,-5.279375125066413,49.06627729127121
2011-10-08,27.871897879065816,1.6858411112337353,53.77474006738254
2011-10-09,27.507742293110283,0.6007338228240169,54.028354693589726
2011-10-10,21.282865246874373,-2.7769742937675153,49.3329501219932
2011-10-11,19.32415221386871,-7.25710896690325,46.46184408464868
2011-10-12,19.270965679993104,-9.586003561958817,46.267974669403756
2011-10-13,21.471026490276,-6.7788232872377465,49.15292763365659
2011-10-14,23.48409355069444,-3.7439734031256307,48.845761962072295
2011-10-15,28.11641717142547,1.8833671364843876,55.842599607924555
2011-10-16,27.48494302465135,0.9702001164110536,54.98552613465243
2011-10-17,20.949537265165223,-6.7511600970386505,48.68256533888919
2011-10-18,18.693204031361073,-8.417185441646172,45.70518108517081
2011-10-19,18.348984181748555,-10.682428624717119,44.64709824447245
2011-10-20,20.272252149057948,-7.177829556706021,47.66476358951554
2011-10-21,22.016624796355458,-5.656008841058665,47.21988229330712
2011-10-22,26.408608690774432,-0.44980749149309834,52.32400105796006
2011-10-23,25.531696428135543,-0.47876127938734236,50.996015307446385
2011-10-24,18.74842777908655,-7.655652371053123,45.58072714105813
2011-10-25,16.298240191223076,-10.381009229017335,43.12414878309915
2011-10-26,15.807148913377961,-12.58300387920275,41.562452038813774
2011-10-27,17.636449016240928,-9.75330304635692,45.812562034433476
2011-10-28,19.33087090670035,-7.450541936985014,45.654216513984764
2011-10-29,23.73346677278329,-3.2530530982558425,51.38804913219956
2011-10-30,22.88967136813143,-4.858041247810236,50.48758681256891
2011-10-31,16.159296490398578,-11.137415041636757,43.94007938209723
2011-11-01,13.832134653034425,-11.629762556926499,40.28926750424766
2011-11-02,13.520560627685372,-12.537267124765279,39.86463805023699
2011-11-03,15.584794954075399,-10.04175985912905,41.7808409336575
2011-11-04,17.553474687738795,-10.010550733334552,42.51186033197671
2011-11-05,22.27895544282221,-3.8805937887242674,50.810742510333164
2011-11-06,21.761516273594555,-6.105233656525328,50.00150145646884
2011-11-07,15.35146557909695,-12.183317388588764,40.98657869419293
2011-11-08,13.382669759848472,-13.494934376798755,40.484776043446786
2011-11-09,13.448237127498446,-14.522408253711507,42.14384368874346
2011-11-10,15.902488673339235,-9.8329770166766,43.29755408757892
2011-11-11,18.25407071866873,-6.980523921483059,43.87186461819096
2011-11-12,23.36177670362513,-6.622646403102243,49.67990980767677
2011-11-13,23.178974960350324,-3.8173475887359585,51.24902868371888
2011-11-14,17.045877358329776,-9.374249960437878,44.60359204266985
2011-11-15,15.341015284308765,-10.813034365226478,42.52905375870057
2011-11-16,15.639998703444444,-10.694416580295824,44.22108557562812
2011-11-17,18.294157486077697,-8.420250250460047,46.35489599080753
2011-11-18,20.79613070386722,-5.391200839768106,46.454518382713914
2011-11-19,26.01611598712681,-0.9713553845839202,53.634650762389576
2011-11-20,25.86640351672763,-0.7816790799280569,50.08987524146592
2011-11-21,19.683669105432504,-6.582503247587683,46.91039542483549
2011-11-22,17.898241326897367,-7.703902225013708,44.84902562191879
2011-11-23,18.075765603911556,-9.347033070752293,44.78339389266674
2011-11-24,20.572336365698575,-7.438954356351212,47.1970988889044
2011-11-25,22.87237834054033,-3.7037474856828116,51.0578258590168
2011-11-26,27.865138594665115,-0.1736349225369287,52.48413461007801
2011-11-27,27.429146326813626,-0.31031043860722896,55.00319275571323
2011-11-28,20.904359012351975,-4.883941306026163,46.164799067523575
2011-11-29,18.7790625948653,-9.230313884737045,46.18498626376657
2011-11-30,18.614299761110484,-8.639566331514478,45.689111143736376
2011-12-01,20.77537274468994,-6.217409445240697,48.37715580031687
2011-12-02,22.741919958855004,-5.204218598774327,49.83459741986307
2011-12-03,27.424579816577175,1.345141916282714,52.861823784113774
2011-12-04,26.669332720403933,-1.4637047162847399,54.31305303898177
2011-12-05,19.819484766983766,-5.9058701397350815,48.278969445104906
2011-12-06,17.42021367594556,-8.08222693805985,44.31225591285797
2011-12-07,17.02580144175758,-10.464248776417273,44.18252716284086
2011-12-08,19.007574122178973,-6.789318206092655,45.024709122504596
2011-12-09,20.83626426653872,-6.490956303268728,49.1331813684646
2011-12-10,25.43895845972779,-2.214498688292436,52.72746391789053
2011-12-11,24.623451785820237,-2.4783626623794115,51.05608951376071
2011-12-12,17.730214125570203,-10.85039148069892,44.96663395631375
2011-12-13,15.35473769864713,-11.079544731378942,40.58582084600953
2011-12-14,15.037736682856371,-11.675485587325538,43.45935894431769
2011-12-15,17.149689056952038,-11.772657643305145,44.73109312262098
2011-12-16,19.14564814799082,-7.551225138082989,46.28586874818892
2011-12-17,23.962631373727685,-2.33103711089932,51.022888759102045
2011-12-18,23.364134932901433,-3.4469935266869327,48.188395804689485
2011-12-19,16.682217183922237,-11.138314103976384,41.94358047942247
2011-12-20,14.557765900798579,-12.051027798226404,42.604790338277695
2011-12-21,14.513763942957608,-10.351889337737301,42.37076439755382
2011-12-22,16.916511146203813,-10.366715927856525,44.23586041174174
2011-12-23,19.202940420947016,-7.840693158071576,46.15320362158974
2011-12-24,24.31847971866203,-1.904406752764371,50.5491209466036
2011-12-25,23.9817353606694,-0.49664519026656817,49.43322938538134
2011-12-26,17.51667771738452,-9.491817472151434,46.12007737986568
2011-12-27,15.61079122864505,-11.875963443506276,42.93054574697745
2011-12-28,15.771348590819933,-10.20159921274246,42.568826125410055
2011-12-29,18.363236667299997,-7.6761298866694885,46.02293778842932
2011-12-30,20.808685137272736,-7.335552508378857,46.813511047106765
2011-12-31,26.065496591587852,-0.06779041097971386,53.764247180569285
2012-01-01,25.811783455377444,0.2943640293813432,51.819182163922584
2012-01-02,19.368134289446914,-6.70431011052557,45.33678132055125
2012-01-03,17.4735216556581,-9.882627027613255,43.16642801768062
2012-01-04,17.624460034364223,-10.096536589278772,43.79086342999372
2012-01-05,20.18931435975376,-7.5989449295795835,47.689101208989435
2012-01-06,22.580326276532222,-5.492646489585368,49.598920160548374
2012-01-07,27.77210665462404,-0.15836845140220426,53.048162269047985
2012-01-08,27.40633205722064,0.8724219289989003,51.58006773432107
2012-01-09,20.80381130225017,-4.545229567054778,47.86203706714346
2012-01-10,18.758086068057015,-9.67202528796465,43.6828689621068
2012-01-11,18.757423791240452,-7.1148267169418045,44.7496503453432
2012-01-12,21.17557701586264,-5.256287406027456,48.7688179587845
2012-01-13,23.41609249841546,-3.3691280010864535,51.73868942249335
2012-01-14,28.471068041288273,2.7858557462731897,57.24515394651438
2012-01-15,27.945826239607158,-0.12152827792897343,55.01294852430924
2012-01-16,21.160913605543698,-3.5972108040123967,48.27012088335375
2012-01-17,18.963439187997405,-7.435220714002405,43.45891557621938
2012-01-18,18.831958787502014,-7.866332702145916,46.06153922147717
2012-01-19,21.143750368823593,-6.47359619834766,48.09573687649066
2012-01-20,23.291477872493303,-4.667351300800608,49.77127143627013
2012-01-21,28.28228844883682,2.989527128828194,54.739381604007505
2012-01-22,27.68254139814259,-0.10158726438868108,56.09318337440542
2012-01-23,20.80981726096516,-4.530465607974625,50.00749494760403
2012-01-24,18.562069155937568,-7.342112404335016,44.59710177456848
2012-01-25,18.405468307584773,-8.426091181975611,44.74720420978092
2012-01-26,20.718259043857685,-6.307984443310812,48.36177350031458
2012-01-27,22.879832912448286,-2.146766025205928,50.88970294034919
2012-01-28,27.910212845774716,0.5662044477573862,53.214580573378456
2012-01-29,27.334873969443276,0.5185629567748826,55.18519835768814
2012-01-30,20.466789048680177,-5.905910233881604,46.258219254031246
2012-01-31,18.253408573276136,-10.515484332077305,43.60525067709385
2012-02-01,18.147473535400465,-8.642710054329163,45.088350323482196
2012-02-02,20.527446441280347,-6.021818592116949,45.73491636413164
2012-02-03,22.758983522595887,-2.9384942386985227,49.160499465692475
2012-02-04,27.874786092771817,0.8595617662967494,55.319204807729285
2012-02-05,27.359487255223087,0.7394468350209836,53.23561644550729
2012-02-06,20.521702945998967,-7.985528265385416,48.7949022101272
2012-02-07,18.35880673333744,-10.54619415473558,44.13133924108644
2012-02-08,18.310674080738448,-8.45944396770642,45.74716575295682
2012-02-09,20.75665338207371,-6.53333092494966,49.61935016964561
2012-02-10,23.04940146932247,-3.297743392562322,49.47204495051386
2012-02-11,28.235069834251266,1.9814595167976132,55.07449581050298
2012-02-12,27.758228484259977,1.2753663077197674,54.914824822890594
2012-02-13,20.923898289536226,-5.768836401334544,48.24852650065778
2012-02-14,18.78010131260245,-8.277415709153868,46.9868965536089
2012-02-15,18.75452286864943,-6.951735478449658,45.63434931047056
2012-02-16,21.228014520212444,-5.76572670759651,48.15375630338375
2012-02-17,23.54079030973931,-1.136494362092366,51.318045860549695
2012-02-18,28.752950390456917,1.7854386355211205,54.208617442989976
2012-02-19,28.26944908942913,2.036202113192054,58.066570562239825
2012-02-20,21.39211934350771,-4.261191642862065,50.642106312115594
2012-02-21,19.220012122804697,-6.056614081833629,46.30761043928739
2012-02-22,19.16899157679769,-6.6143054757786,44.886316520188764
2012-02-23,21.621785882963735,-4.383989722461755,49.60721147916282
2012-02-24,23.906559572203744,-4.8141497285452015,48.958815935955016
2012-02-25,29.097788313716986,2.6547796226660054,56.69577809087851
2012-02-26,28.561282293594306,1.7120987287727627,57.78618149059979
2012-02-27,21.596210326141076,-5.888770064468273,47.91040230813208
2012-02-28,19.353231717796437,-7.420207421315253,46.054037609433024
2012-02-29,19.237023087814052,-7.748986135890368,46.890365022745264
2012-03-01,21.632870609300664,-5.648720939509964,47.36314071652938
2012-03-02,23.857606864387314,-3.2072355567995,50.629822298603074
2012-03-03,29.000820315965072,1.2803137929533197,56.231477501675776
2012-03-04,28.389913073202475,1.9281249241149683,54.85774049264417
2012-03-05,21.322099963873267,-7.545786412359491,48.72565682479109
2012-03-06,19.000305224937225,-9.719183925655239,45.55547368896884
2012-03-07,18.818502471625116,-9.404276948789217,47.05199396476174
2012-03-08,21.16506341153189,-5.591675419351433,49.043925777439924
2012-03-09,23.345809166458878,-3.962342166586274,49.72758377037313
2012-03-10,28.46553299037046,0.9517982185174672,55.017711550175406
2012-03-11,27.81334756586791,1.9600552224461731,54.70606375369061
2012-03-12,20.684356611818384,-7.00543034375793,49.12291234494326
2012-03-13,18.33298388478928,-9.216121643659905,45.14276896915208
2012-03-14,18.141991078358394,-10.695230039474383,43.942967724270424
2012-03-15,20.501703970374887,-5.549163310079769,46.613171292849785
2012-03-16,22.705845567071854,-3.3760456765168594,52.45555829367257
2012-03-17,27.872988784856666,1.3314468534315498,55.10831301253185
2012-03-18,27.252523140572258,1.0093736304388023,54.507932746247214
2012-03-19,20.13566038104749,-5.7732535351859635,45.43544750445628
2012-03-20,17.826426968938197,-8.301264413324978,43.54413921890108
2012-03-21,17.694479181253428,-9.538247216759267,43.12413254549805
2012-03-22,20.13033719471069,-5.9446347635207815,46.76963919244922
2012-03-23,22.41382122854541,-3.342478754127823,50.56394387571053
2012-03-24,27.675594432139636,1.2205858472525284,54.169245203235256
2012-03-25,27.123808260782106,0.45334291948758704,51.379245067129226
2012-03-26,20.044499542621928,-6.101070337056971,45.883045235956914
2012-03-27,17.790299961521143,-9.738190655014419,44.99023764788376
2012-03-28,17.7170959659735,-9.211843346994135,45.90826358296575
2012-03-29,20.21531059911079,-6.549300089341077,48.27536347425358
2012-03-30,22.550972905287427,-4.3409127711761215,48.17361406365776
2012-03-31,27.86737023890195,1.1912215386872458,55.367749509507746
2012-04-01,27.332379273378297,-1.8817563152789023,53.37951660635314
2012-04-02,20.228248309196957,-6.730459155967496,46.79355077371671
2012-04-03,17.958003922703245,-9.08215174253871,45.768551172312634
2012-04-04,17.86592214458948,-8.114672764442414,42.99354265194005
2012-04-05,20.3448111468293,-7.45857560732117,46.164092079049055
2012-04-06,22.64965448232819,-4.001434211478248,48.92244686223308
