item_id,store_id,cat_id,avg_daily_demand,std_demand,avg_price,total_sales,safety_stock,reorder_point,order_quantity,monthly_revenue,projected_annual_value,value_segment,cumulative_pct,abc_class,stockout_risk_score,days_until_reorder,priority
FOODS_3_586,CA_1,FOODS,46.67968225256473,15.110962523988976,1.5959574468085107,938,66.0,393.0,1400.0,2234.96,28758.31,High,0.0983929157100688,A,0.7,8.0,Soon
FOODS_3_252,TX_3,FOODS,40.9261222702815,24.350912644665613,1.5204255319148936,383,106.0,392.0,1228.0,1866.75,30363.98,Premium,0.0787143325680551,A,0.38,10.0,Soon
FOODS_3_586,WI_3,FOODS,44.42296531041909,17.03372153417872,1.5959574468085107,731,74.0,385.0,1333.0,2126.91,28388.36,High,0.111511971138078,A,0.59,9.0,Soon
FOODS_3_694,WI_3,FOODS,45.37145557940239,15.20032695048693,1.605177304964539,1066,66.0,384.0,1361.0,2184.88,28389.02,High,0.1082322072810757,A,0.68,8.0,Soon
FOODS_3_226,WI_3,FOODS,44.60889364772096,15.12497069294513,1.605177304964539,913,66.0,378.0,1338.0,2148.16,29717.63,High,0.0885536241390619,A,0.67,8.0,Soon
FOODS_3_090,TX_3,FOODS,34.91925376961764,26.26696328602524,1.3761702127659574,700,114.0,358.0,1048.0,1441.65,23440.77,High,0.1607084289931125,A,0.3,10.0,Soon
FOODS_3_555,TX_2,FOODS,40.52895609998714,15.957376316856422,1.5959574468085107,604,69.0,353.0,1216.0,1940.47,27064.98,High,0.1246310265660872,A,0.58,9.0,Soon
FOODS_3_281,CA_3,FOODS,26.677523428733146,27.344721606430515,1.1665480427046264,465,119.0,306.0,800.0,933.62,14142.31,Medium,0.4362085929813054,A,0.22,11.0,Soon
FOODS_3_252,CA_3,FOODS,33.57381466521677,13.96463940221384,1.5204255319148936,397,61.0,296.0,1007.0,1531.39,22031.73,High,0.1869465398491308,A,0.54,9.0,Soon
FOODS_3_252,CA_2,FOODS,34.15541166540224,11.928229613764916,1.5200709219858155,728,52.0,291.0,1025.0,1557.56,21258.59,High,0.20006559527714,A,0.64,9.0,Soon
FOODS_3_555,TX_3,FOODS,34.100019374276286,11.744449707809444,1.5956028368794326,824,51.0,290.0,1023.0,1632.3,21813.34,High,0.1902263037061331,A,0.66,9.0,Soon
FOODS_3_120,CA_3,FOODS,23.005873921924977,27.60870472998033,4.975652173913043,554,120.0,281.0,690.0,3434.08,71866.19,Premium,0.0032797638570022,A,0.19,12.0,Soon
FOODS_3_226,WI_2,FOODS,32.10840696661304,9.917800723910776,1.605886524822695,600,43.0,268.0,963.0,1546.87,20687.6,High,0.2099048868481469,A,0.73,8.0,Soon
FOODS_3_541,CA_3,FOODS,27.61318547004335,16.623239273532903,0.988936170212766,613,72.0,265.0,828.0,819.23,12292.75,Medium,0.6165956051164316,A,0.38,10.0,Soon
FOODS_3_586,CA_2,FOODS,31.91682594170496,9.086887770271002,1.5959574468085107,686,40.0,263.0,958.0,1528.14,19980.59,High,0.2197441784191538,A,0.78,8.0,Soon
FOODS_3_252,CA_1,FOODS,30.01149165481868,11.48944587932433,1.5204255319148936,513,50.0,260.0,900.0,1368.91,20335.15,High,0.2164644145621515,A,0.59,9.0,Soon
FOODS_3_090,CA_2,FOODS,25.37425274694332,18.595730529251533,1.3789716312056737,604,81.0,259.0,761.0,1049.71,16889.34,High,0.3181370941292227,A,0.31,10.0,Soon
FOODS_3_555,TX_1,FOODS,28.9269465985968,12.87115772066477,1.5959574468085107,641,56.0,258.0,868.0,1384.99,18669.91,High,0.2722204001311906,A,0.51,9.0,Soon
FOODS_3_681,CA_3,FOODS,21.65748463018929,23.913691625005573,1.0948581560283688,451,104.0,256.0,650.0,711.36,15019.17,High,0.3870121351262709,A,0.21,12.0,Soon
FOODS_3_234,WI_2,FOODS,22.54397586426421,21.331847405249643,0.2028368794326241,665,93.0,251.0,676.0,137.18,2140.59,Low,13.607740242702526,A,0.24,11.0,Soon
FOODS_3_808,CA_1,FOODS,23.6878491400724,19.25365263057758,1.0006382978723405,753,84.0,250.0,711.0,711.09,10185.94,Medium,0.931452935388652,A,0.28,11.0,Soon
FOODS_3_412,WI_2,FOODS,25.51886078984776,16.073157166570446,0.2028368794326241,357,70.0,249.0,766.0,155.28,2643.07,Low,10.22630370613316,A,0.36,10.0,Soon
FOODS_3_694,WI_2,FOODS,30.515890254545155,8.000625098430016,1.605886524822695,569,35.0,249.0,915.0,1470.15,19618.74,High,0.2295834699901607,A,0.85,8.0,Soon
FOODS_3_377,TX_3,FOODS,29.886278858165102,8.428720496509206,1.5863829787234045,391,37.0,246.0,897.0,1422.33,18866.72,High,0.2623811085601836,A,0.79,8.0,Soon
FOODS_3_318,WI_3,FOODS,22.29660170937603,20.66116883011033,1.3188652482269505,410,90.0,246.0,669.0,882.19,13157.88,Medium,0.5444408002623812,A,0.25,11.0,Soon
FOODS_3_808,CA_3,FOODS,24.898758318708417,15.001846604487875,0.98645390070922,478,65.0,239.0,747.0,736.84,13238.97,Medium,0.5411610364053788,A,0.38,10.0,Soon
FOODS_3_090,CA_4,FOODS,23.45277447321367,16.8049116478726,1.3886879432624113,465,73.0,237.0,704.0,977.06,13864.42,Medium,0.4722859954083305,A,0.32,10.0,Soon
HOUSEHOLD_1_339,CA_3,HOUSEHOLD,23.85051795601684,15.86446112654698,0.9782608695652174,372,69.0,236.0,716.0,699.96,10217.56,Medium,0.9216136438176452,A,0.34,10.0,Soon
FOODS_3_377,TX_2,FOODS,27.63532741903436,8.939342569131117,1.5863829787234045,468,39.0,232.0,829.0,1315.21,18065.73,High,0.2787799278451951,A,0.69,8.0,Soon
FOODS_3_714,WI_3,FOODS,26.33978414703889,10.121829984080538,1.5236170212765958,448,44.0,228.0,790.0,1203.95,16609.46,High,0.321416857986225,A,0.59,9.0,Soon
FOODS_3_319,CA_3,FOODS,20.4881622502032,19.05696194684733,0.987188612099644,545,83.0,226.0,615.0,606.77,9818.82,Medium,1.010167267956707,A,0.24,11.0,Soon
FOODS_3_723,TX_2,FOODS,23.780345283223664,13.68388154136892,1.3749290780141843,286,60.0,226.0,713.0,980.89,13048.08,Medium,0.5575598556903902,A,0.39,9.0,Soon
FOODS_3_282,CA_3,FOODS,17.98920475618487,22.279673188682533,2.502894736842105,346,97.0,223.0,540.0,1350.75,24314.66,High,0.1508691374221056,A,0.18,12.0,Soon
FOODS_3_007,WI_2,FOODS,21.802941475434224,15.578036715903924,0.202127659574468,378,68.0,221.0,654.0,132.21,2145.2,Low,13.555264020990489,A,0.32,10.0,Soon
FOODS_3_769,CA_3,FOODS,15.920308815843557,24.82357570110776,1.1680071174377225,229,108.0,219.0,478.0,557.85,8875.26,Medium,1.2823876680878976,A,0.15,14.0,Soon
FOODS_3_226,WI_1,FOODS,25.96866425322872,8.399901590616894,1.605886524822695,351,37.0,219.0,779.0,1251.08,18703.47,High,0.2689406362741882,A,0.68,8.0,Soon
FOODS_3_587,TX_1,FOODS,21.856640974357497,14.244955334880093,2.3934751773049645,742,62.0,215.0,656.0,1569.4,23150.89,High,0.167267956707117,A,0.35,10.0,Soon
FOODS_3_752,CA_3,FOODS,22.520690210530592,13.067106846383544,0.2028368794326241,478,57.0,215.0,676.0,137.04,1966.05,Low,15.109872089209578,A,0.39,10.0,Soon
FOODS_3_499,CA_3,FOODS,18.90442801694861,17.437147988965854,2.5059627329192544,428,76.0,208.0,567.0,1421.21,20604.29,High,0.2131846507051492,A,0.25,11.0,Soon
HOUSEHOLD_1_459,CA_3,HOUSEHOLD,19.42089613373841,16.21109811814478,0.9783098591549296,338,71.0,207.0,583.0,569.99,8621.01,Medium,1.3807805837979663,A,0.27,11.0,Soon
FOODS_3_252,TX_1,FOODS,22.802318311471826,10.812948523376162,1.5200709219858155,423,47.0,207.0,684.0,1039.83,15646.09,High,0.3640537881272548,A,0.48,9.0,Soon
FOODS_3_547,WI_2,FOODS,20.848116413706304,13.639375913013376,0.2029629629629629,454,59.0,205.0,625.0,126.94,1770.16,Low,17.27123647097409,A,0.35,10.0,Soon
FOODS_3_816,WI_2,FOODS,19.375927861018138,15.067924882669292,0.2034482758620689,243,66.0,202.0,581.0,118.26,1640.44,Low,18.983273204329286,A,0.29,10.0,Soon
FOODS_3_555,WI_3,FOODS,21.80200200012252,10.753798002037325,1.5959574468085107,312,47.0,200.0,654.0,1043.85,13980.59,Medium,0.4591669399803214,A,0.45,9.0,Soon
FOODS_2_197,CA_3,FOODS,21.396484322278543,10.276721110141365,3.240921985815602,492,45.0,195.0,642.0,2080.33,30631.83,Premium,0.0721548048540505,A,0.47,9.0,Soon
FOODS_3_202,TX_2,FOODS,21.447111782931664,9.859383689925515,4.17563829787234,710,43.0,193.0,643.0,2686.66,41619.87,Premium,0.0295178747130206,A,0.49,9.0,Soon
FOODS_3_607,CA_3,FOODS,17.030826959274787,16.703755734207327,2.231,336,73.0,192.0,511.0,1139.87,19543.56,High,0.232863233847163,A,0.23,11.0,Soon
FOODS_3_635,CA_1,FOODS,19.404241796912,12.353129008060888,1.0004255319148936,430,54.0,190.0,582.0,582.37,9813.55,Medium,1.0167267956707118,A,0.35,10.0,Soon
FOODS_3_714,CA_3,FOODS,21.20099704087968,9.434862763521071,1.5239716312056737,240,41.0,189.0,636.0,969.29,14833.32,Medium,0.4001311905542801,A,0.5,9.0,Soon
FOODS_3_555,CA_3,FOODS,22.537310415047283,6.353969039329707,1.5956028368794326,456,28.0,186.0,676.0,1078.82,15621.89,High,0.3673335519842571,A,0.78,8.0,Soon
FOODS_3_587,CA_1,FOODS,19.509718557256097,11.022745960688802,2.557304964539007,389,48.0,185.0,585.0,1496.77,24206.6,High,0.1541489012791079,A,0.4,9.0,Soon
FOODS_3_454,WI_2,FOODS,15.859453161140213,16.979634155335162,0.2034334763948498,185,74.0,185.0,476.0,96.79,915.79,Low,34.91308625778944,B,0.21,12.0,Soon
FOODS_3_635,CA_3,FOODS,19.15797154352887,10.976124442901872,0.9873049645390072,394,48.0,182.0,575.0,567.44,10141.74,Medium,0.9511315185306658,A,0.39,9.0,Soon
FOODS_3_454,CA_3,FOODS,18.212464678139977,11.686261926825084,0.2034334763948498,297,51.0,178.0,546.0,111.15,1575.23,Low,19.950803542144964,A,0.35,10.0,Soon
FOODS_3_498,CA_3,FOODS,17.288705693213423,13.089879393465315,0.2028368794326241,273,57.0,178.0,519.0,105.2,1684.31,Low,18.41915382092489,A,0.3,10.0,Soon
FOODS_3_714,CA_1,FOODS,20.15302214300036,8.037581846127305,1.5239716312056737,358,35.0,176.0,605.0,921.38,13275.82,Medium,0.5378812725483765,A,0.56,9.0,Soon
FOODS_3_120,CA_1,FOODS,14.614141475838885,16.85331042821029,4.98,350,73.0,175.0,438.0,2183.35,48938.08,Premium,0.0163988192850114,A,0.2,12.0,Soon
FOODS_3_711,CA_3,FOODS,16.963863610994473,12.56988236253026,0.2028368794326241,440,55.0,174.0,509.0,103.23,1480.71,Low,21.36110200065595,B,0.3,10.0,Soon
FOODS_3_804,CA_3,FOODS,18.646902564046737,8.92566228791486,1.88,319,39.0,170.0,559.0,1051.69,18241.48,High,0.2755001639881929,A,0.47,9.0,Soon
FOODS_3_318,CA_3,FOODS,16.267967668629094,12.93274363782058,1.3006028368794325,386,56.0,170.0,488.0,634.74,9162.1,Medium,1.2036733355198426,A,0.29,10.0,Soon
FOODS_3_080,CA_1,FOODS,19.42661351202848,7.8194353610568,1.5959574468085107,392,34.0,170.0,583.0,930.12,12018.4,Medium,0.6461134798294523,A,0.56,9.0,Soon
FOODS_3_694,TX_2,FOODS,19.66888224102465,6.91727902469789,1.6058865248226948,277,30.0,168.0,590.0,947.58,13530.26,Medium,0.498524106264349,A,0.63,9.0,Soon
FOODS_3_752,WI_2,FOODS,16.668415434234426,11.489178438529478,0.2028368794326241,227,50.0,167.0,500.0,101.43,1400.5,Low,22.78779927845195,B,0.33,10.0,Soon
FOODS_3_030,TX_3,FOODS,17.843202473816856,9.614785271319686,1.254697508896797,558,42.0,167.0,535.0,671.63,11615.65,Medium,0.698589701541489,A,0.41,9.0,Soon
FOODS_3_435,WI_3,FOODS,16.025306426261213,11.884336035087411,1.3202127659574467,249,52.0,164.0,481.0,634.7,9229.81,Medium,1.1839947523778287,A,0.3,10.0,Soon
FOODS_3_389,WI_3,FOODS,16.314080998952406,11.295865681096013,1.5959574468085107,154,49.0,163.0,489.0,781.1,9967.64,Medium,0.9773696293866844,A,0.33,10.0,Soon
FOODS_3_723,WI_3,FOODS,16.674283285203153,10.517739977933694,1.368191489361702,421,46.0,163.0,500.0,684.41,10512.16,Medium,0.8625778943916038,A,0.35,10.0,Soon
FOODS_3_555,CA_1,FOODS,19.28397500429361,5.979698146888683,1.5959574468085107,328,26.0,161.0,579.0,923.29,12737.87,Medium,0.5837979665464087,A,0.71,8.0,Soon
FOODS_3_714,TX_1,FOODS,17.094993214241292,9.317182668382156,1.5243262411347518,273,41.0,161.0,513.0,781.75,11683.96,Medium,0.6887504099704822,A,0.41,9.0,Soon
HOUSEHOLD_1_334,CA_3,HOUSEHOLD,14.967772645132516,12.67688586784791,0.9783098591549296,309,55.0,160.0,449.0,439.29,6490.51,Medium,2.305673991472614,A,0.27,11.0,Soon
FOODS_2_360,WI_2,FOODS,15.92542999808294,11.370266973636264,0.8307636363636364,350,49.0,160.0,478.0,396.91,8163.85,Medium,1.518530665792063,A,0.32,10.0,Soon
FOODS_3_580,CA_3,FOODS,16.01191654313476,10.818888553536322,0.2028880866425992,315,47.0,159.0,480.0,97.46,1110.81,Low,29.055428009183338,B,0.33,10.0,Soon
FOODS_3_723,TX_1,FOODS,16.157261996629227,9.847040099084468,1.3749290780141843,425,43.0,156.0,485.0,666.45,10156.47,Medium,0.9445719908166612,A,0.37,10.0,Soon
FOODS_3_555,CA_2,FOODS,17.88522284741154,6.438593196314708,1.5959574468085107,322,28.0,153.0,537.0,856.32,11723.3,Medium,0.6821908822564776,A,0.62,9.0,Soon
FOODS_3_080,TX_2,FOODS,17.5378888945182,6.826941850589243,1.5959574468085107,260,30.0,153.0,526.0,839.69,12621.36,Medium,0.5936372581174155,A,0.57,9.0,Soon
FOODS_3_764,CA_3,FOODS,16.751380781920588,8.097868935530434,2.973225806451613,492,35.0,152.0,503.0,1494.17,22247.16,High,0.1803870121351262,A,0.47,9.0,Soon
FOODS_3_739,CA_3,FOODS,13.979575066931895,12.399871252853751,1.4957627118644068,169,54.0,152.0,419.0,627.3,10251.79,Medium,0.9019350606756316,A,0.25,11.0,Soon
FOODS_3_681,WI_3,FOODS,15.599647329046128,9.708271804819423,1.1030496453900709,424,42.0,151.0,468.0,516.22,10669.25,Medium,0.8265004919645786,A,0.36,10.0,Soon
FOODS_2_276,CA_3,FOODS,15.797742211612134,9.304170660605465,3.240921985815602,298,40.0,151.0,474.0,1535.98,29376.26,High,0.0918333879960642,A,0.39,10.0,Soon
FOODS_3_080,CA_3,FOODS,17.8813292427427,5.938916094639134,1.5956028368794326,421,26.0,151.0,536.0,855.94,9807.53,Medium,1.0232863233847165,A,0.66,8.0,Soon
FOODS_1_218,TX_2,FOODS,14.91816310518912,10.822270021983362,0.9611347517730496,407,47.0,151.0,448.0,430.15,7932.3,Medium,1.6202033453591342,A,0.31,10.0,Soon
FOODS_3_498,WI_3,FOODS,15.15139957788678,10.105413491523562,0.2028368794326241,427,44.0,150.0,455.0,92.2,1859.6,Low,16.208592981305344,A,0.34,10.0,Soon
FOODS_3_547,WI_3,FOODS,15.888247927097886,9.024733041236388,0.2028368794326241,450,39.0,150.0,477.0,96.68,1332.64,Low,24.05378812725484,B,0.4,9.0,Soon
FOODS_3_389,CA_3,FOODS,18.56246217361912,4.151176504132066,1.5956028368794326,367,18.0,148.0,557.0,888.55,10178.05,Medium,0.9380124631026566,A,0.98,8.0,Soon
FOODS_3_134,WI_2,FOODS,13.9215252656635,11.622072080920846,6.619112903225807,298,51.0,148.0,418.0,2764.44,42350.64,Premium,0.022958346999016,A,0.27,11.0,Soon
FOODS_3_587,TX_2,FOODS,15.09581122242322,9.514367481823342,2.3934751773049645,325,41.0,147.0,453.0,1083.94,18928.4,High,0.255821580846179,A,0.36,10.0,Soon
FOODS_3_694,WI_1,FOODS,17.42120691523964,5.784736747734752,1.605886524822695,325,25.0,147.0,523.0,839.29,11205.78,Medium,0.7674647425385372,A,0.67,8.0,Soon
FOODS_3_099,TX_2,FOODS,16.454693717046855,7.367922385094466,2.492597864768684,433,32.0,147.0,494.0,1230.45,18759.17,High,0.2656608724171859,A,0.5,9.0,Soon
FOODS_3_723,CA_3,FOODS,15.806879634661666,7.953407089861755,1.3525886524822694,262,35.0,146.0,474.0,641.41,8623.2,Medium,1.3775008199409644,A,0.44,9.0,Soon
FOODS_3_541,CA_1,FOODS,13.469433690885364,11.90974292818866,1.0006382978723405,343,52.0,146.0,404.0,404.34,7369.11,Medium,1.839947523778288,A,0.25,11.0,Soon
FOODS_3_080,TX_3,FOODS,17.64828759230816,5.081123329707146,1.5956028368794326,195,22.0,146.0,529.0,844.79,9463.92,Medium,1.118399475237783,A,0.77,8.0,Soon
FOODS_3_694,CA_1,FOODS,15.952557549429416,7.169237556074239,1.605886524822695,241,31.0,143.0,479.0,768.54,9417.45,Medium,1.1413578222367988,A,0.5,9.0,Soon
FOODS_3_007,TX_2,FOODS,13.269150666213989,11.56976480476027,0.2009219858156028,369,50.0,143.0,398.0,79.98,1288.63,Low,24.906526730075434,B,0.26,11.0,Soon
FOODS_2_128,CA_3,FOODS,15.710145727751923,7.515608810738665,0.8352482269503546,208,33.0,143.0,471.0,393.66,4877.85,Low,3.975073794686783,A,0.46,9.0,Soon
FOODS_3_714,TX_2,FOODS,15.512154624017764,7.556597702254188,1.524326241134752,408,33.0,142.0,465.0,709.37,10809.65,Medium,0.8166612003935716,A,0.46,9.0,Soon
FOODS_3_234,CA_3,FOODS,14.89279685324906,8.750452837197688,0.2028368794326241,216,38.0,142.0,447.0,90.62,1230.13,Low,26.18891439816333,B,0.38,10.0,Soon
FOODS_3_202,CA_1,FOODS,16.549116210805753,5.925961572779018,4.32645390070922,328,26.0,142.0,496.0,2147.97,34530.87,Premium,0.0459166939980321,A,0.61,9.0,Soon
FOODS_3_462,WI_2,FOODS,14.69086039038138,8.705013766898242,1.0,267,38.0,141.0,441.0,440.73,8121.25,Medium,1.544768776648081,A,0.38,10.0,Soon
FOODS_3_288,CA_3,FOODS,12.607465866406791,12.204199638372788,1.493954802259887,272,53.0,141.0,378.0,565.05,8724.7,Medium,1.341423417513939,A,0.23,11.0,Soon
FOODS_3_635,TX_1,FOODS,14.061422313916326,9.686642621052114,0.9296808510638296,244,42.0,140.0,422.0,392.18,7527.03,Medium,1.774352246638242,A,0.33,10.0,Soon
FOODS_3_007,CA_3,FOODS,14.637610426034431,8.284049440981194,0.2028368794326241,203,36.0,138.0,439.0,89.07,1073.51,Low,30.141029845851097,B,0.4,9.0,Soon
FOODS_3_202,CA_3,FOODS,14.887574851399595,7.729835889045075,4.230425531914894,279,34.0,138.0,447.0,1889.42,28720.36,High,0.1016726795670711,A,0.43,9.0,Soon
FOODS_3_362,CA_3,FOODS,13.1567845548621,10.288604460874438,2.387351351351352,294,45.0,137.0,395.0,942.3,13483.51,Medium,0.5116431616923581,A,0.29,10.0,Soon
FOODS_3_694,TX_3,FOODS,15.516006144708133,6.144513942448072,1.605886524822695,244,27.0,136.0,465.0,747.51,10215.73,Medium,0.9248934076746474,A,0.55,9.0,Soon
FOODS_3_090,WI_1,FOODS,13.583592895255387,9.421589729226095,1.3415248226950354,239,41.0,136.0,408.0,546.68,9752.33,Medium,1.04296490652673,A,0.32,10.0,Soon
FOODS_3_444,TX_3,FOODS,11.493770836740117,12.524120333795889,6.604444444444445,194,55.0,135.0,345.0,2277.3,29228.79,High,0.0951131518530665,A,0.21,12.0,Soon
FOODS_3_319,CA_1,FOODS,13.392735091257345,9.18612060887632,1.0,300,40.0,134.0,402.0,401.78,7300.0,Medium,1.8825844539193175,A,0.33,10.0,Soon
FOODS_3_694,CA_3,FOODS,14.48597036899254,7.293582595760694,1.6062411347517729,212,32.0,133.0,435.0,698.04,11299.18,Medium,0.7477861593965235,A,0.44,9.0,Soon
HOUSEHOLD_1_118,CA_3,HOUSEHOLD,15.389170755919189,5.733241623581318,0.97,487,25.0,133.0,462.0,447.82,7837.38,Medium,1.6562807477861592,A,0.59,9.0,Soon
FOODS_3_586,WI_1,FOODS,15.933056333212637,4.779033913521279,1.5959574468085107,307,21.0,133.0,478.0,762.85,9935.28,Medium,0.987208920957691,A,0.72,8.0,Soon
FOODS_3_150,WI_2,FOODS,13.739970978457457,8.481646731510812,2.1798936170212766,392,37.0,133.0,412.0,898.55,12995.8,Medium,0.5608396195473926,A,0.36,10.0,Soon
FOODS_3_318,WI_2,FOODS,12.60329303159241,10.059649327422935,1.333758865248227,275,44.0,132.0,378.0,504.29,8925.07,Medium,1.2594293210888816,A,0.28,10.0,Soon
FOODS_3_714,TX_3,FOODS,14.306446813559466,7.250753615447474,1.5239716312056737,183,32.0,132.0,429.0,654.08,10179.37,Medium,0.9347326992456544,A,0.43,9.0,Soon
FOODS_3_668,WI_3,FOODS,15.100906459044802,5.755118843455416,1.605177304964539,277,25.0,131.0,453.0,727.19,8541.66,Medium,1.397179403082978,A,0.58,9.0,Soon
FOODS_3_741,CA_1,FOODS,13.896081105915815,7.598771861525929,1.3307801418439718,249,33.0,130.0,417.0,554.78,8639.14,Medium,1.3676615283699574,A,0.41,9.0,Soon
FOODS_3_295,CA_3,FOODS,14.90345827548406,5.84847943787695,0.8063120567375887,360,25.0,129.0,447.0,360.51,6232.32,Medium,2.5122991144637585,A,0.57,9.0,Soon
FOODS_3_587,CA_4,FOODS,14.450231699932653,6.36385667567095,2.557304964539007,362,28.0,129.0,434.0,1108.61,16894.84,High,0.3148573302722204,A,0.5,9.0,Soon
FOODS_2_360,CA_3,FOODS,14.408615516342875,6.449558463210175,0.8354609929078014,338,28.0,129.0,432.0,361.14,5153.54,Medium,3.594621187274516,A,0.5,9.0,Soon
FOODS_3_435,WI_1,FOODS,13.28745000496501,7.951321137946281,1.333404255319149,315,35.0,128.0,399.0,531.53,8517.12,Medium,1.4037389307969823,A,0.37,10.0,Soon
FOODS_3_586,CA_4,FOODS,15.557535691800934,4.427382094754103,1.5959574468085107,254,19.0,128.0,467.0,744.87,11381.63,Medium,0.731387340111512,A,0.78,8.0,Soon
HOUSEHOLD_1_514,CA_3,HOUSEHOLD,11.43951312262897,11.062698025306114,3.6597714285714287,146,48.0,128.0,343.0,1255.98,17729.93,High,0.2853394555591997,A,0.23,11.0,Soon
FOODS_3_150,CA_3,FOODS,12.792151607103465,8.823687157680707,2.1208156028368794,232,38.0,128.0,384.0,813.89,11972.71,Medium,0.6526730075434569,A,0.33,10.0,Soon
HOUSEHOLD_1_019,CA_3,HOUSEHOLD,12.937910502501564,8.486954536401676,0.9783098591549296,165,37.0,128.0,388.0,379.72,5356.25,Medium,3.3781567727123645,A,0.34,10.0,Soon
FOODS_3_455,CA_3,FOODS,11.300526557305922,11.136483931752489,2.231,350,48.0,127.0,339.0,756.34,11400.41,Medium,0.7281075762545097,A,0.23,11.0,Soon
FOODS_3_070,WI_2,FOODS,12.514172643447978,8.792905663501449,0.2043956043956044,216,38.0,126.0,375.0,76.74,947.91,Low,33.991472613971794,B,0.32,10.0,Soon
FOODS_2_181,TX_2,FOODS,13.360698606122796,7.354436625308974,1.847943262411348,402,32.0,126.0,401.0,740.69,11297.86,Medium,0.7510659232535257,A,0.4,9.0,Soon
FOODS_2_021,WI_2,FOODS,12.150193583175229,9.179014416484662,0.899051724137931,334,40.0,125.0,365.0,327.71,4765.37,Low,4.122663168251886,A,0.3,10.0,Soon
FOODS_3_752,WI_3,FOODS,13.414040130083166,7.106650027441207,0.2028368794326241,235,31.0,125.0,402.0,81.63,828.49,Low,38.05837979665464,B,0.42,9.0,Soon
FOODS_3_007,WI_3,FOODS,12.935075660627795,7.852844180078939,0.2028368794326241,302,34.0,125.0,388.0,78.71,1242.15,Low,25.94293210888816,B,0.37,10.0,Soon
FOODS_3_607,CA_1,FOODS,12.779451236942792,8.213974621601459,2.261739130434783,203,36.0,125.0,383.0,867.11,13965.3,Medium,0.4657264676943261,A,0.35,10.0,Soon
FOODS_3_150,TX_2,FOODS,14.151218517196808,5.735437781091531,1.9173758865248225,280,25.0,124.0,425.0,814.0,12247.24,Medium,0.619875368973434,A,0.54,9.0,Soon
FOODS_3_714,WI_2,FOODS,14.234550698325124,5.522870761081076,1.5239716312056737,318,24.0,124.0,427.0,650.79,9309.86,Medium,1.1577566415218103,A,0.57,9.0,Soon
FOODS_3_723,TX_3,FOODS,13.741159182440498,6.485545755694785,1.371631205673759,267,28.0,124.0,412.0,565.43,8354.52,Medium,1.4463758609380124,A,0.47,9.0,Soon
FOODS_2_347,CA_3,FOODS,14.055566179125512,5.994140749297294,2.0220212765957446,278,26.0,124.0,422.0,852.62,13678.3,Medium,0.4886848146933421,A,0.52,9.0,Soon
FOODS_2_197,CA_1,FOODS,13.209340494178576,7.160301190673585,3.23177304964539,340,31.0,123.0,396.0,1280.69,22281.28,High,0.1771072482781239,A,0.41,9.0,Soon
HOUSEHOLD_1_327,CA_3,HOUSEHOLD,11.699795329184951,9.352122050489989,0.960108695652174,193,41.0,123.0,351.0,336.99,4508.99,Low,4.519514594949164,A,0.28,11.0,Soon
